title,id,creator,activity,assignee,priority,status
use PyModule_AddIntMacro() instead of PyModule_AddIntConstant() when applicable,17917,12146,2013-05-21.16:45:42,None,5,2
use PyOS_ReadlineFunctionPointer in non-interractive input,1367628,3520,2010-04-29.17:58:34,None,4,2
use PyOS_ReadlineFunctionPointer in non-interractive input ,955928,3520,2005-11-27.18:11:00,8,4,2
Use PyOS_snprintf for static buffers,1428655,181,2010-07-19.22:27:08,None,4,2
use pypi.org instead of pypi.python.org,33503,17286,2018-05-16.15:02:54,12260,4,2
Use Python 2 features in string module,400712,8,2000-07-03.07:23:24,12,4,2
Use Python 3 lexer for 3.0 docs,3376,93,2008-09-09.19:17:41,93,5,2
Use python as executable instead of python3 in Python 2 docs,19897,14674,2014-06-26.20:31:39,14674,4,2
use python if not pass test format??,562892,849,2002-06-01.21:10:13,None,4,2
Use Python memory allocators in external libraries like zlib or OpenSSL,18227,2377,2013-12-16.23:12:27,None,4,2
Use PYTHON when calling Parser/asdl_c.py,12421,8939,2011-06-27.13:46:46,None,4,2
Use PyUnicode_AsEncodedString instead of PyUnicode_AsEncodedObject,28526,15623,2016-10-27.16:34:33,15623,4,2
Use PyUnicode_AsWideCharString() instead of PyUnicode_AsUnicode(),22324,2377,2015-10-02.21:06:01,None,4,2
Use PyUnicode_FromFomat instead of PyUnicode_Format for fixed formats,13350,1076,2011-11-06.14:18:09,None,4,2
Use PyUnicode_MAX_CHAR_VALUE instead of PyUnicode_KIND in some API's short path,28943,21530,2016-12-12.12:45:04,None,4,2
Use PyUnicodeWriter in repr(dict),19646,2377,2013-11-19.13:21:33,None,4,2
Use PyUnicodeWriter instead of PyAccu in repr(tuple) and repr(list),19513,2377,2013-11-19.12:01:45,None,4,2
Use PyXXX_GET_SIZE macros rather than Py_SIZE for concrete types,29865,15623,2017-03-24.20:10:26,None,4,2
Use Random.choices in tempfile,33228,18315,2018-04-05.16:41:07,None,4,1
Use range in itertools roundrobin recipe,32099,155,2017-11-23.21:33:29,114,4,2
use readline in pydoc.help if available,549901,968,2002-12-04.10:27:32,None,4,2
Use registry to find proxies for urllib on Win32,400873,621,2000-07-26.07:00:32,10,4,2
use ReleaseItanium configuration for zlib IA64 build,1160164,24,2005-08-25.07:19:30,8,3,2
Use repr(module name) ImportErrors,13457,11519,2011-11-27.00:11:53,None,4,2
Use scandir() to speed up pathlib globbing,26032,5,2016-09-07.11:18:35,15623,4,2
Use scandir() to speed up the glob module,25596,12652,2016-09-07.11:10:52,15623,4,2
Use select.poll instead of select.select in SocketServer.BaseServer.serve_forever,31610,27057,2017-09-28.15:05:48,None,4,1
Use sendfile where possible in httplib,13559,4455,2015-09-11.02:13:11,None,4,1
Use separate thread support code under MS Windows CE,4893,9351,2009-01-12.08:22:36,None,4,2
Use set literals instead of creating a set from a list,22823,114,2014-12-13.19:56:38,15623,4,2
Use sets instead of list in posixpath._resolve_link,5069,575,2009-01-27.03:08:28,None,4,2
Use shipped zlib if the system version is bad,6016,3250,2009-05-14.03:33:22,None,4,2
Use shorter float repr when possible,1580,4399,2014-03-07.21:30:36,None,4,2
Use shutil.move instead of os.rename in packaging,14848,11892,2014-03-13.08:34:46,12434,4,2
Use simpler and faster sched.Event definition,28330,24696,2016-10-24.13:58:14,None,4,2
use small object allocator for dict key storage,23601,14373,2016-01-31.17:48:49,114,4,2
Use socket.accept4 syscall under linux,11157,13573,2011-02-09.12:42:00,None,4,2
use socket.getfqdn where appropriate,401197,38,2000-08-16.20:30:55,38,4,2
Use specific asserts in array tests,19604,15623,2013-11-17.12:49:13,15623,4,2
Use specific asserts in bigmem tests,20547,15623,2017-04-05.05:43:00,None,4,2
Use specific asserts in bytes tests,20552,15623,2017-03-27.15:00:30,None,4,2
Use specific asserts in collections tests,20550,15623,2017-03-23.17:07:11,114,4,2
Use specific asserts in ctype tests,19591,15623,2013-11-17.22:04:43,15623,4,2
Use specific asserts in datetime tests,19605,15623,2013-11-17.12:47:56,15623,4,2
Use specific asserts in decimal tests,20551,15623,2015-07-27.13:19:28,11089,4,2
Use specific asserts in distutils tests,19600,15623,2013-11-17.01:06:45,15623,4,2
Use specific asserts in http.cookiejar tests,19606,15623,2013-11-17.12:47:09,15623,4,2
Use specific asserts in importlib tests,19593,15623,2014-07-07.11:15:52,15623,4,2
Use specific asserts in int tests,20546,15623,2014-02-08.13:38:09,15623,4,2
Use specific asserts in io tests,20557,15623,2015-08-02.13:05:20,15623,4,2
Use specific asserts in ipaddress tests,20553,15623,2014-02-08.14:41:50,15623,4,2
Use specific asserts in lib2to3 tests,19592,15623,2013-11-14.21:55:14,15623,4,2
"Use specific asserts in mailbox, smtplib and poplib tests",20549,15623,2014-02-08.13:37:18,15623,4,2
Use specific asserts in operator tests,20544,15623,2015-07-26.11:12:06,15623,4,2
Use specific asserts in optparse test,20554,15623,2017-03-23.18:35:37,None,5,2
Use specific asserts in sqlite3 tests,19601,15623,2013-11-17.12:48:51,15623,4,2
Use specific asserts in test_asyncio,19589,15623,2013-11-14.21:13:45,15623,4,2
Use specific asserts in test_decr,19603,15623,2013-11-17.21:41:07,15623,4,2
Use specific asserts in test_email,19590,15623,2013-11-16.10:58:31,15623,4,2
Use specific asserts in threading tests,20556,15623,2016-03-14.08:42:33,15623,4,2
Use specific asserts in tkinter tests,19602,15623,2013-11-17.12:48:30,15623,4,2
Use specific asserts in unicode tests,20545,15623,2017-04-05.05:42:13,None,4,2
Use specific asserts in unittest tests,19594,15623,2013-11-17.01:04:50,15623,4,2
Use specific asserts in urllib related tests,20555,15623,2014-02-08.13:36:38,15623,4,2
Use specific asserts in warnings and exceptions tests,20548,15623,2017-03-30.15:07:08,None,4,2
Use specific asserts in weakref tests,19607,15623,2013-11-17.12:47:38,15623,4,2
Use sqlite3 extended error codes,24139,14846,2017-04-13.10:02:14,None,4,1
Use sqlite3_get_autocommit() instead of setting Connection->inTransaction manually,28037,14674,2016-09-12.04:17:06,None,4,2
Use STAF call python script will case 1124861 issue in 2.7.2 version,17350,17417,2013-07-31.19:03:36,None,4,2
use standard term than generic wording,33957,18460,2018-06-26.08:47:20,12260,4,2
Use static asserts in C code,25558,15623,2015-11-13.11:53:32,None,4,2
use string_print() in gdb,3632,2377,2008-12-15.22:29:29,None,4,2
Use sub-second resolution to determine if a file is newer,11993,14185,2014-03-13.20:15:07,4555,4,2
Use super().method instead in email classes.,33156,27227,2018-03-27.13:47:28,None,4,2
Use super().method instead in Logging,33155,27227,2018-07-11.17:06:36,328,4,2
Use super().method instead of socket.method in SSLSocket,31853,27231,2018-03-27.11:36:40,3108,4,2
use support.captured_stderr context manager - test_logging,21583,19504,2014-05-31.07:20:03,None,4,2
use support.captured_stdx context managers - test_asyncore,21582,19504,2014-06-27.20:49:41,None,4,2
Use support.rmtree in test_zipfile,21440,3951,2014-09-03.22:54:01,3951,4,2
Use support.TESTFN_UNDECODABLE on UNIX,16444,2377,2013-01-03.01:07:37,None,4,2
Use surrogate-related macros,16330,15623,2012-10-30.11:30:54,None,4,2
Use surrogateescape error handler by default in open() if the LC_CTYPE locale is C at startup,23993,2377,2015-09-01.00:03:33,None,4,2
use sys.platform instead of os.name in asyncio docs consistently,25536,12270,2015-11-02.17:18:24,None,4,2
Use sys.version_info instead of sys.version,25985,15623,2016-02-11.11:34:09,15623,4,2
use tarinfo module in distutils,5685,4555,2009-04-05.18:18:33,4555,3,2
Use tempfile instead of /tmp in examples,8890,12476,2013-02-23.18:40:07,12260,4,2
Use terminal width by default in pprint,29996,15623,2017-09-01.23:20:06,None,4,1
Use test.script_helper.assert_python_ok() instead of subprocess.* in test.test_warnings,20373,9138,2014-01-29.22:45:36,2040,4,2
Use test_both() consistently throughout test_importlib,21503,14000,2014-05-16.17:46:12,14000,5,2
Use TestCase assertion methods in unittest.mock.assert* to make them easier to read,15860,13355,2012-09-11.15:00:36,9716,4,1
"Use the ""U"" format for parsing Unicode object arg in PyArg_Parse*",28511,15623,2016-10-23.15:34:25,None,4,2
Use the 'with' statement in conjunction with 'open' throughout test modules,7944,11853,2016-01-13.20:23:00,7047,4,2
Use the _functools module to speed up functools.total_ordering,22070,1309,2014-07-25.17:01:30,None,4,1
Use the builtins module in the unittest.mock.patch example,17539,14674,2013-03-30.03:57:07,7047,4,2
Use the bytes type in asynchat,1752173,3805,2008-01-06.22:29:45,5,4,2
Use The CygwinCCompiler Under Cygwin,2445,2528,2017-10-26.15:31:27,4555,3,1
Use the enumerate function where appropriate,31417,26927,2017-09-12.17:27:53,None,4,2
Use the Grisu algorithms to convert floats to strings,12450,1076,2017-02-20.14:00:07,114,5,2
Use the monotonic clock for thread conditions on POSIX platforms,23428,2377,2017-12-21.17:09:50,None,4,1
Use the new __builtin_mul_overflow() of Clang and GCC 5 to check for integer overflow,23270,2377,2015-05-25.22:59:31,None,4,2
Use the new os.scandir() function in os.walk(),23605,2377,2015-03-30.12:48:56,None,4,2
Use the new selectors module in the subprocess module,18923,2377,2013-11-09.06:48:46,None,4,2
Use the Py_SETREF macro,20440,15623,2016-01-05.19:34:57,15623,3,2
Use the repr of a module name for ImportError in ceval.c,18342,37,2013-07-12.15:23:24,37,4,2
use the SOABI for GNU/kfreeBSD and the GNU Hurd,10103,169,2010-10-14.15:36:14,169,4,2
Use the subprocess module in the uuid module,22688,15623,2014-10-21.19:11:14,None,4,2
Use the Unicode API in dlmodule.c,1752229,3805,2008-01-06.22:29:45,5,4,2
Use time.monotonic instead of time.time where appropriate,27916,2449,2016-08-31.18:52:11,None,4,1
Use time.steady() to implement timeout,14222,15604,2014-02-25.22:26:22,114,4,2
Use traverse & finalize in xxlimited and in PEP 489 tests,24373,9942,2018-05-25.08:53:50,None,4,2
Use type(x) is ... instead of type(x) ==,632196,745,2002-11-01.21:35:50,12,4,2
Use unicode_writer API for str.format(),14716,2377,2012-05-07.21:50:13,None,4,2
use unittest for test_logging,1740,2040,2008-03-03.00:40:30,37,4,2
use universal newline mode in csv module examples,8387,12201,2014-06-26.17:42:43,12260,4,1
Use universal newlines mode for setup.cfg,12900,7641,2014-03-12.10:39:57,4555,4,2
Use user shell in subprocess,24919,22340,2015-08-23.23:16:41,None,4,2
Use VirtualAlloc to allocate memory arenas,13483,2040,2013-06-27.10:24:52,None,5,2
Use VS 2017 compiler for build,31340,16632,2018-01-06.18:49:22,16632,4,2
Use WCHAR variant of OutputDebugString,4075,9351,2009-01-02.20:33:18,8,3,2
Use widechar api for os.environ,1406,66,2008-01-06.22:29:45,66,3,2
Use Windows' certificate store for CA certs,17134,3108,2013-12-04.07:24:30,None,4,2
use Windows' default programs location.,818030,1485,2003-10-05.18:09:19,6,4,2
Use with statement throughout the docs,10461,7641,2011-03-12.14:58:19,7641,4,2
Use writev() function in the io module,17655,2377,2013-04-08.19:47:29,None,4,2
Use |version| instead of X.Y in the doc,11643,7641,2016-05-07.14:25:20,12260,4,2
Use |yield from| in stdlib,16120,14674,2012-10-07.20:31:25,7,4,2
Use “.. versionadded” over “.. versionchanged” where appropriate,26366,22731,2016-02-23.04:32:57,12260,4,2
Use-after-free in _asyncio_Future_remove_done_callback() of _asynciomodule.c,28963,23092,2017-03-31.16:36:28,None,None,2
Use-After-Free in PyString_FromStringAndSize() of stringobject.c,29028,25164,2017-02-06.08:32:27,15623,4,2
use_builtin_types in xmlrpc.server,2979,4830,2011-12-09.21:37:18,11184,4,2
USE_CACHE_ALIGNED still helpful?,524062,6,2002-04-11.21:57:32,79,4,2
Useful call method on base class.,449973,99,2001-10-18.18:38:27,13,5,2
Useless addition in PyTuple_New,25587,22820,2015-11-09.12:44:33,None,4,2
Useless argument in call to PyErr_Format,29924,19770,2017-03-27.21:40:03,None,4,2
Useless error message when distutils fails compiling,11599,2040,2014-03-13.10:03:44,7641,4,2
Useless function call in site.py,16972,11837,2013-01-25.18:57:59,37,4,2
useless PyEval_CallObject function,8276,2429,2010-04-01.16:53:54,2040,4,2
Useless question in bdist_winst installers,984290,66,2004-07-07.07:32:26,None,4,2
usenetrc option broken,9987,2040,2010-09-29.16:20:08,2040,4,2
User blocks,409242,316,2001-03-16.22:43:45,None,4,2
User code should not be able to rebind gc.garbage,9505,2040,2010-08-04.15:08:01,None,4,2
User definable block structures,409254,316,2001-03-20.20:34:11,None,4,2
User friendly message when invoking bdist_wheel sans wheel package.,32295,22804,2018-06-15.15:29:10,None,4,2
User install of 3.5 removes py.exe from C:\Windows,25405,301,2016-09-03.17:08:36,16632,4,2
User-created types with wrong __new__ can be instantiated,34362,19901,2018-08-09.17:52:28,None,4,1
User-defined mime.types file,439710,197,2001-08-03.21:04:26,12,4,2
UserDict documentation typo,2079,4829,2008-02-21.20:34:45,114,4,2
UserDict is not iterable,1164726,1592,2005-03-16.20:24:38,None,4,2
UserDict module docs link is obsolete,20146,18823,2014-02-25.00:41:37,12260,4,2
UserDict New Style,1555097,2990,2006-09-09.02:02:47,None,4,2
UserDict test assumes ordered dict repr,19664,2731,2013-11-22.02:36:57,114,4,2
UserDict.copy() error,476616,2,2001-11-05.17:42:49,12,4,2
UserDict.DictMixin's comments should be a docstring,856072,490,2003-12-22.00:36:49,114,4,2
UserDict.pop(key),543316,114,2002-04-13.14:03:54,5,4,2
UserList.__cmp__() raises RuntimeError,511876,19,2002-02-02.02:35:26,5,4,2
UserList.__getitem__ doesn't account for slices,27639,20284,2017-12-22.22:02:46,114,5,1
UserList.__getslice__ and co break previous behaviour,215928,134,2000-10-06.20:11:55,12,4,2
"UserList.py bug in getslice, *add, mul ",408308,313,2001-03-16.18:00:16,9,4,2
UserList/UserString: Do creation of new instance in new func,400730,14,2000-07-07.12:47:42,13,4,2
Users (except from the one who installed) not  able to see python in add remove programs.,31011,17104,2017-07-24.13:01:24,None,4,1
Users' directories information,1111,4044,2007-09-06.17:59:30,None,4,2
UserString can not be used as string in calls to C routines,232493,46,2012-06-15.03:02:52,5,4,2
UserString doesn't combine nicely with strings,16397,16822,2012-11-11.18:21:38,None,4,2
UserString is mutable via +=,592573,789,2002-08-09.01:41:00,114,4,2
uses of locale-dependent ctype functions,17173,2040,2013-02-09.22:35:29,None,4,2
Uses of PyLong_FromLong that don't check for errors,16404,3911,2013-12-17.21:21:52,15623,4,2
Uses of SocketServer.BaseServer.shutdown have a race,2302,3818,2010-04-25.22:28:59,3818,4,2
using %% in cstrings sometimes fails with unicode params,216174,2,2000-10-07.08:54:22,4,2,2
Using .next() on file open in write mode writes junk to file,1569057,868,2007-04-08.04:30:17,37,4,2
Using __(get|set|del)slice__ needs a Py3K warning,2351,37,2008-08-24.18:10:45,4455,1,2
Using __slots__ with str derived classes can cause segfault,757997,126,2003-07-16.17:09:12,9,3,2
Using `with` statement causes dict to start papering over attribute errors,30161,11224,2017-04-25.16:28:28,None,4,2
Using a read-only buffer.,28646,18617,2016-11-13.21:09:46,None,4,1
Using an exception variable outside an 'except' clause should raise a Py3K warning,2345,37,2012-07-02.19:24:20,None,4,2
Using an iteration variable outside a list comprehension needs a Py3K warning,2344,37,2009-03-31.16:19:44,None,2,2
Using appropriate checks in tests,16510,15623,2017-04-05.05:44:23,None,4,2
using asyncio.iscoroutinefunction() on a functools.partial object,23519,15254,2017-06-09.02:28:01,None,4,2
Using blender,4148,9430,2008-10-20.11:47:19,None,4,2
Using boolean arguments in the _json module,30248,15623,2017-05-28.12:32:50,15623,4,2
Using buffer() should raise a Py3K warning,2355,37,2008-03-25.07:56:34,None,2,2
Using collections ABC from collections.abc rather than collections in 2to3 converted code,30143,15623,2017-11-16.07:19:42,None,4,2
"using concurrent.futures.ProcessPoolExecutor in class giving 'TypeError: can't pickle _thread.RLock objects' in 3.6, but not 3.5",29423,25454,2017-02-03.16:04:24,None,4,2
"Using consistent naming for arguments of ""call"" functions (C API)",28838,2377,2016-12-21.09:47:07,None,4,2
using custom objects as modules: AttributeErrors new in 3.5,24492,43,2015-08-24.20:01:24,37,1,2
Using datetime.datetime.utcnow().timestamp() in Python3.6.0 can't get correct UTC timestamp.,33293,28312,2018-04-18.03:27:51,None,4,2
Using default encoding with `subprocess.run()` is not obvious,33339,12264,2018-04-27.18:38:53,12260,4,1
Using deiconify() hangs on exit,453489,2,2008-11-17.16:01:57,None,5,2
Using enum PyUnicode_Kind,15092,15623,2013-04-07.22:19:36,None,4,2
"Using format spec ',x' displays incorrect error message",31780,27174,2017-10-18.07:58:16,155,4,2
Using functools.reduce() does not stop DeprecationWarning when using -3,3474,37,2008-08-18.02:01:36,4455,3,2
using gcc on cygwin for config,681504,1426,2003-02-18.06:12:47,35,4,2
Using getrandbits() in uuid.uuid4() is faster and more readable,12986,13596,2012-10-06.23:00:22,None,4,2
using itertools.izip to mutate tuples,793826,43,2003-08-30.14:06:25,114,4,2
Using LDFLAGS='-rpath=\$$LIB:/some/other/path' ./configure breaks the build,5201,3940,2009-06-11.08:35:54,4555,4,2
using locale does not display the intended behavior,1633600,169,2009-04-04.01:09:59,None,4,2
using MIMEApplication to attach a PDF raises a TypeError exception,9040,12551,2010-06-26.02:10:51,None,4,2
Using modern unittest asserts in the documentation,16751,15623,2012-12-24.08:47:55,114,4,2
Using multiprocessing with tkinter frames in Python 3.4.3 crashes in OS X,24573,22080,2016-05-25.23:16:47,None,4,2
Using new 'bool' format character,15999,15623,2015-10-18.16:22:33,15623,4,1
