
"Category Type","Title","DOI","URL","Citation","Abstract","Authors","Keywords","Full Text","Year of Publication","Conference"
"Presentations","The EVS and NKO Subject Portal for Enhanced Publications: Connecting Archives and Libraries with DDI","","http://www.iza.org/conference_files/eddi09/ppt/grim_rob.pdf","Grim R.  
2009.  The EVS and NKO Subject Portal for Enhanced Publications: Connecting Archives and Libraries with DDI. ","","R. Grim","","","2009","EDDI"
"Presentations","Mapping micro data to aggregate data for EVS with DDI 3.0 and SDMX","","https://www.oecd.org/sdd/41241097.pdf","Grim R.  
2009.  Mapping micro data to aggregate data for EVS with DDI 3.0 and SDMX. ","","R. Grim","","","2009",""
"Presentations","MISSY2","","https://www.fsd.tuni.fi/iassist2009/program.html","Hopt O.  
2009.  MISSY2. ","","O. Hopt","","","2009","IASSIST"
"Presentations","Panelist 7: Canadian RDC","10.5281/zenodo.3781901","https://doi.org/10.5281/zenodo.3781901","Humphrey C.  
2009.  Panelist 7: Canadian RDC. ","","C. Humphrey","","","2009","IASSIST"
"Presentations","Developments of the Research Data Infrastructure in Germany since the End of the 90´s","","http://www.iza.org/conference_files/eddi09/ppt/huschka_denis.pdf","Huschka D.  
2009.  Developments of the Research Data Infrastructure in Germany since the End of the 90´s. ","","D. Huschka","","","2009","EDDI"
"Working Papers","Creating a DDI Profile","10.3886/DDIBestPractices06","","Ionescu S.  
2009.  Creating a DDI Profile. DDI Working Paper Series (Best Practises). ","This document outlines recommended best practices for creating a local DDI 3.0 Profile, which is a subset of DDI 3.0 fields to be used by an organization or shared by a community of users.
","S. Ionescu","","","2009",""
"Workshops","Exporting DDI 3.0 from Computer Assisted Interviewing Systems","10.5281/zenodo.3781885","https://doi.org/10.5281/zenodo.3781885","Iverson J.  
2009.  Exporting DDI 3.0 from Computer Assisted Interviewing Systems. ","","J. Iverson","","","2009","IASSIST"
"Presentations","Panelist 3: Colectica","10.5281/zenodo.3781895","https://doi.org/10.5281/zenodo.3781895","Iverson J.  
2009.  Panelist 3: Colectica. ","","J. Iverson","","","2009","IASSIST"
"Presentations","DDI Best Practices: Technical Best Practices","10.5281/zenodo.3781947","https://doi.org/10.5281/zenodo.3781947","Iverson J.  
2009.  DDI Best Practices: Technical Best Practices. ","","J. Iverson","","","2009","IASSIST"
"Presentations","Panelist 2: DDI Editing Suite","10.5281/zenodo.3781893","https://doi.org/10.5281/zenodo.3781893","Jensen JV.  
2009.  Panelist 2: DDI Editing Suite. ","","J.V. Jensen","","","2009","IASSIST"
"Presentations","DDI3 and Re-use of Metadata in Archival Processes","","http://www.iza.org/conference_files/eddi09/ppt/jensen_uwe.pdf","Jensen U.  
2009.  DDI3 and Re-use of Metadata in Archival Processes. ","","U. Jensen","","","2009","EDDI"
"Presentations","Editing DDI","","http://www.iza.org/conference_files/eddi09/ppt/jensen_jannik.pdf","Jensen J.  
2009.  Editing DDI. ","","J. Jensen","","","2009","EDDI"
"Publications","DDI 3 Development at DDA","https://doi.org/10.29173/iq648","","Jensen J, Kristiansen D.  
2009.  DDI 3 Development at DDA. IASSIST Quarterly. 33(1-2)","","J. Jensen; D. Kristiansen","","","2009",""
"Publications","Evaluation of DDI 3 - Preservation metadata (D8.1)","","https://web.archive.org/web/20240422093747/https://ppp.cessda.eu/doc/D8.1_DDI3_Evaluation_x_Preservation_metadata.pdf","Jensen U, L'Hours H.  
2009.  Evaluation of DDI 3 - Preservation metadata (D8.1). ","This document discusses the scenarios that will evaluate the DDI standard version 3 established to document comparative social science surveys. The bottom up approach describes four use case scenarios used for the testing of DDI 3. The example from the ISSP cross-national study research program provides the material for usage with the evaluation of the first use case to assess involved modules of the DDI standard related to the space dimension. Further bottom up uses cases are outlined for the most complex dimension space x time. The top down approach introduced in this version covers use cases starting with the grouping approach. Some critical aspects on use of the top level modules group / schemes and / or comparison / resource package require further examination and discussion in the new CESSDA organisation and within the DDI Alliance itself.
","U. Jensen; H. L'Hours","","","2009",""
"Presentations","Metadata Creation, Transformation and Discovery for Social Science Data Management: The DAMES Project Infrastructure","","http://www.iza.org/conference_files/eddi09/ppt/jones_simon.pdf","Jones S, Lambert P.  
2009.  Metadata Creation, Transformation and Discovery for Social Science Data Management: The DAMES Project Infrastructure. ","","S. Jones; P. Lambert","","","2009","EDDI"
"Presentations","Exploring DDI3 in an Archive","","http://www.iza.org/conference_files/eddi09/ppt/kleemola_mari.pdf","Kleemola M.  
2009.  Exploring DDI3 in an Archive. ","","M. Kleemola","","","2009","EDDI"
"Presentations","Finding the Right Tags in DDI 3.0: A Beginner's Experience","10.5281/zenodo.3781961","https://doi.org/10.5281/zenodo.3781961","Lehnert C.  
2009.  Finding the Right Tags in DDI 3.0: A Beginner's Experience. ","","C. Lehnert","","","2009","IASSIST"
"Working Papers","DDI 3.0 Schemes","10.3886/DDIBestPractices07","","Linnerud J, Marker HJorgen, Moschner M, Thomas W.  
2009.  DDI 3.0 Schemes. DDI Working Paper Series (Best Practises). ","This best practice covers DDI publishing structures that promote reuse of common material by removing certain metadata content from the context of a specific study and publishing it for wider use.
","J. Linnerud; H.Jorgen Marker; M. Moschner; W. Thomas","","","2009",""
"Working Papers","Workflows for Metadata Creation Regarding Recoding, Aggregation and Other Data Processing Activities","10.3886/DDIBestPractices04","","Marker HJørgen, Zenk-Möltgen W, Thomas W, Wackerow J.  
2009.  Workflows for Metadata Creation Regarding Recoding, Aggregation and Other Data Processing Activities. DDI Working Paper Series (Best Practices). ","This best practice discusses the capturing, in DDI metadata, of the processes of data aggregation, recoding and data processing. 
","H.Jørgen Marker; W. Zenk-Möltgen; W. Thomas; J. Wackerow","","","2009",""
"Presentations","EduDDI: An application of DDI 3.0 for Large-scale Assessments in Education","10.5281/zenodo.3781963","https://doi.org/10.5281/zenodo.3781963","Mechtel M.  
2009.  EduDDI: An application of DDI 3.0 for Large-scale Assessments in Education. ","","M. Mechtel","","","2009","IASSIST"
"Presentations","DDI for Large Scale Assessments in Education – Data Archiving and Question Banking","","http://www.iza.org/conference_files/eddi09/ppt/mechtel_martin.pdf","Mechtel M, Knigge M.  
2009.  DDI for Large Scale Assessments in Education – Data Archiving and Question Banking. ","","M. Mechtel; M. Knigge","","","2009","EDDI"
"Presentations","Controlled Vocabularies for DDI3 - A Work in Progress","","http://www.iza.org/conference_files/eddi09/ppt/moschner_meinhard.pdf","Moschner M, Jääskeläinen T.  
2009.  Controlled Vocabularies for DDI3 - A Work in Progress. ","","M. Moschner; T. Jääskeläinen","","","2009","EDDI"
"Presentations","Panelist 6: IAB FDZ Research Data Center","10.5281/zenodo.3781899","https://doi.org/10.5281/zenodo.3781899","Mueller D.  
2009.  Panelist 6: IAB FDZ Research Data Center. ","","D. Mueller","","","2009","IASSIST"
"Presentations","How to Present an Application Based on DDI3 to the World Out There?","","http://www.iza.org/conference_files/eddi09/ppt/puumala_marika.pdf","Puumala M.  
2009.  How to Present an Application Based on DDI3 to the World Out There? ","","M. Puumala","","","2009","EDDI"
"Presentations","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/01_EDDI_2009_Bonn_program.pdf","","https://web.archive.org/web/20201229184942/https://www.eddi-conferences.eu/wp-content/uploads/2020/02/01_EDDI_2009_Bonn_program.pdf","Schürer K.  
2009.  https://www.eddi-conferences.eu/wp-content/uploads/2020/02/01_EDDI_2009_Bonn_program.pdf. ","","K. Schürer","","","2009","EDDI"
"Presentations","Creating DDI Metadata for a Diverse Body of Aggregate Statistics: Experience with the GB Historical GIS","","http://www.iza.org/conference_files/eddi09/ppt/southall_humphrey.pdf","Southall H.  
2009.  Creating DDI Metadata for a Diverse Body of Aggregate Statistics: Experience with the GB Historical GIS. ","","H. Southall","","","2009","EDDI"
"Presentations","Using a DDI3 Based Single Source Approach to Increase the  Efficiency of Social Science Research Processes","","http://www.iza.org/conference_files/eddi09/ppt/stephan_karsten.pdf","Stephan K.  
2009.  Using a DDI3 Based Single Source Approach to Increase the  Efficiency of Social Science Research Processes. ","","K. Stephan","","","2009","EDDI"
"Presentations","Slovak Archive of Social Data (SASD) and Its Experiences with Implementing DDI 3.0","10.5281/zenodo.3781965","https://doi.org/10.5281/zenodo.3781965","Svec J.  
2009.  Slovak Archive of Social Data (SASD) and Its Experiences with Implementing DDI 3.0. ","","J. Svec","","","2009","IASSIST"
"Workshops","Moving to DDI 3.0: Translating Current Collections of Structured Metadata","","https://iassistdata.org/conferences/archive/2009-tampere/","Thomas W.  
2009.  Moving to DDI 3.0: Translating Current Collections of Structured Metadata. ","","W. Thomas","","","2009","IASSIST"
"Workshops","Course on DDI3: Putting DDI to Work for You","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/01_EDDI_2009_Bonn_program.pdf","Thomas W.  
2009.  Course on DDI3: Putting DDI to Work for You. ","","W. Thomas","","","2009","EDDI"
"Presentations","DDI Specification: Current Status and Outlook","","http://www.iza.org/conference_files/eddi09/ppt/thomas_wendy.pdf","Thomas W, Wackerow J.  
2009.  DDI Specification: Current Status and Outlook. ","","W. Thomas; J. Wackerow","","","2009","EDDI"
"Presentations","DDI Best Practices: Future Plans","","https://www.fsd.tuni.fi/iassist2009/program.html","Vardigan M.  
2009.  DDI Best Practices: Future Plans. ","","M. Vardigan","","","2009","IASSIST"
"Presentations","DDI Across the Life Cycle: One Data Model, Many Products","10.5281/zenodo.3782017","https://doi.org/10.5281/zenodo.3782017","Vardigan M, Hansen SEllen, Granda P, Ionescu S, LeClere F.  
2009.  DDI Across the Life Cycle: One Data Model, Many Products. ","","M. Vardigan; S.Ellen Hansen; P. Granda; S. Ionescu; F. LeClere","","","2009","IASSIST"
"Presentations","Panelist 5: Exanda","10.5281/zenodo.3781897","https://doi.org/10.5281/zenodo.3781897","Wackerow J.  
2009.  Panelist 5: Exanda. ","","J. Wackerow","","","2009","IASSIST"
"Presentations","Implementing DDI3.0: A Case Study of the German Microcensus","","http://www.iza.org/conference_files/eddi09/ppt/wira-alam_andias.pdf","Wira-Alam A, Hopt O.  
2009.  Implementing DDI3.0: A Case Study of the German Microcensus. ","","A. Wira-Alam; O. Hopt","","","2009","EDDI"
"Publications","Implementing DDI 3: The German Microcensus Case Study","https://doi.org/10.29173/iq646","","Wira-Alam A, Hopt O.  
2009.  Implementing DDI 3: The German Microcensus Case Study. IASSIST Quarterly. 33(1-2)","","A. Wira-Alam; O. Hopt","","","2009",""
