Data Element Name,Preferred Physical Name,Subject Category Code,Description Text,Data Type Code,Maximum Length,Precision Number,Pattern Text,Unit of Measure,Value Domain,Business Owner Name,Data Asset Abbreviation,Data Asset Name,System Number
Reservoir Cleaning Air Pressure,AIR_PRESSURE,,"Air pressure used to clean reservoir, 0 if not used.",Integer,4,0,,psi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reservoir Cleaning Water Pressure,WATER_PRESSURE,,"Water pressure used when water blasting reservoir, 0 if not used.",Integer,4,0,,psi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reservoir Cleaning Water Volume,WATER_VOLUME,,"Water volume used to clean reservoir, 0 if not used.",Integer,3,0,,gal/min,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reservoir Condition Code,RESERVOIR_CONDITION,,Code best indicating the reservoir condition at time of sealant application.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reservoir Moisture Code,RESERVOIR_MOISTURE,,Code best indicating the reservoir moisture at time of sealant application.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reservoir Preparation Other,OTHER_RESERVOIR_PREP,,Method used for sealant reservoir preparation if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Residual Asphalt Spread Rate,RESIDUAL_ASPH_SPREAD_RATE,,Residual asphalt spread rate for the chip seal mix design.,Decimal,3,2,,gal/sq yd,0.1 - 0.5,HRDI,LTPP,Long-Term Pavement Performance,Single System
Residue By Distillation,RESIDUE_DIST,,Residue by distillation.,Integer,2,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilience After Heating,RESILIENCE_HEAT,,Percent resilience after prolonged heating.,Integer,2,0,,%,40 - 99,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus,MODULUS,,Backcalculated or fixe elastic modulus for the backcalculation layer.,Integer,7,0,,ksi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus 40 C,MR_40C,,Resilient modulus at 40C.,Integer,5,0,,MPa,379 - 6864,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus 5 C,MR_5C,,Resilient modulus at 5C.,Integer,5,0,,MPa,4800 - 34053,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus Average,AVG_MODULUS,,Average Elastic modulus of the best fit layer.,Decimal,8,1,,ksi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus Data Analysis File,MR_DATA_ANAL_FILE,,Name of file that contains all resilient modulus test analysis results.,Character,12,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus Data File Specimen 1,MR_DATA_FILE_SPECIMEN_1,,Name of file that contains load/deformation time histories used in calculation of resilient modulus for a given test temperature for specimen 1.,Character,12,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus Data File Specimen 2,MR_DATA_FILE_SPECIMEN_2,,Name of file that contains load/deformation time histories used in calculation of resilient modulus for a given test temperature for specimen 2.,Character,12,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus Data File Specimen 3,MR_DATA_FILE_SPECIMEN_3,,Name of file that contains load/deformation time histories used in calculation of resilient modulus for a given test temperature for specimen 3.,Character,12,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus Standard Deviation,RES_MOD_STD,,Standard deviation of the resilient modulus across cycles.,Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Strain,RES_STRAIN,,Resilient strain.,Decimal,6,6,,,"varies by MATL_TYPE, LAYER_TYPE and TEST_DATE",HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Strain Average,RES_STRAIN_AVG,,Average resilient strain across cycles.,Decimal,6,6,,,"varies by MATL_TYPE, LAYER_TYPE and TEST_DATE",HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Strain Standard Deviation,RES_STRAIN_STD,,Standard deviation of resilient strain across cycles.,Decimal,6,6,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resistance,R_VALUE,,Mean resistance (r-value).,Integer,3,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resistance Voltage,RESISTANCE_VOLT,,Resistance voltage for the internal reference resistor.,Integer,4,0,,ohm,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resistivity,RESISTIVITY,,Computed electrical resistivity.,Decimal,8,2,,ohm-meter,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resistivity Probe Top Depth,DEPTH_RESIS_TOP,,Depth for pavement surface to top of resistivity probe.,Decimal,3,3,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Restrictions,restrictions,,Used to indicate reasons for not being able to collect data.,Integer,1,0,"""9""",Not applicable,"0 - no restrictions
1 - construction or other activity affected traffic flow, traffic pattern not impacted
2 - traffic counting device problem (e.g., malfunction or overflow) 
3 - weather affected traffic flow, traffic pattern not impacted
4 - construction or other activity affected traffic flow, traffic pattern impacted
5 - weather affected traffic flow, traffic pattern impacted",HPPI,TMAS,Travel Monitoring Analysis System,Single System
Retained Strength Index,RETAINED_STRENGTH_INDEX,,Index of retained strength from moisture susceptibility tests.,Integer,3,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reverse Relationship Type,ReverseRelationshipType,,Reverse Relationship Type,Integer,1,3,,,,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Review Date,REVIEW_DATE,,The date which the comments and QC results were reviewed.,Date,,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Review Status,REVIEW_STATUS,,Text indicating if the comment has been reviewed by the technical assistance contractor.,Character,10,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reviewed,Reviewed,,,Character,1,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Reviewed_By,Reviewed_By,,,Character,40,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Reviewed_DateTime,Reviewed_DateTime,,,Date,,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Reviewer Comment,REVIEWER_COMMENT,,A comment supplied by the independent QC reviewer.,Character,240,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reviewer Signature,DivReviewerSignature,,This is the name of the FHWA division signer that approves the detail data.,Character,50,0,,,"Typically only alphabetic text, although the field is alphanumeric",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Reviewer Signature Date,DivReviewerSigDate,,This indicates the date and time that the FHWA division reviewer signature was applied.,Timestamp,22,0,,,,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Revision Date,REVISION_DATE,,Date of latest revision to the information stored in this table.,Date,,,,,> 1/1/1990,HRDI,LTPP,Long-Term Pavement Performance,Single System
Revolution Count After Application,REV_AFTER_APP,,Drum counter value on the slurry seal machine after to the slurry seal application.,Integer,4,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Revolution Count Before Application,REV_BEFORE_APP,,Drum counter value on the slurry seal machine prior to the slurry seal application.,Integer,4,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RIDGE_HEIGHT,RIDGE_HEIGHT,,Height of any longitudinal ridge between parallel passes.,Decimal,2,1,,in,>= 0.0,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Curb/Sidewalk Width,RIGHT_CURB_MT_050B,Bridge,Right Curb/Sidewalk Width,Decimal,3,1,,,,HIF,NBI,National Bridge Inventory System,Single System
Right Elevation,RIGHT_ELEVATION,,Elevation for the right wheel path.,Decimal,8,3,,mm,-300,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Depth From 1.8m Straight Edge,RLH_DEPTH_1_8,,Maximum displacement between bottom of 1.8-m straight edge and pavement surface for multiple placements of straight edge in the right lane. Displacement is computed perpendicular to horizontal datum between end points.,Integer,3,0,,mm,0 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Depth From 1.8m Straight Edge Outlier Code,RLH_DEPTH_1_8_FLAG,,RLH_DEPTH_1_8 outlier flag code.,Character,1,,,,"1, 2",HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Depth From Wire Reference,RLH_DEPTH_WIRE_REF,,"Maximum displacement between reference wire line and pavement surface in right lane half. Reference wire is placed at profile end points and connects peaks, which protrude above horizontal datum end points, with straight lines. Displacement is computed perpendicular to horizontal datum between end points.",Integer,3,0,,mm,0 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Depth From Wire Reference Outlier Code,RLH_DEPTH_WIRE_REF_FLAG,,RLH_DEPTH_WIRE_REF outlier flag code.,Character,1,,,,"1, 2",HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Offset From 1.8m Straight Edge,RLH_OFFSET_1_8,,"Distance from outside lane edge to location of maximum right wheel path displacement from 1.8-m straight edge, measured along horizontal datum between end points.",Integer,4,0,,mm,0 - 2300,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Offset of 1.8m Straight Edge Outlier Code,RLH_OFFSET_1_8_FLAG,,RLH_OFFSET_1_8 outlier flag code.,Character,1,,,,"1, 2",HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Offset of Wire Reference,RLH_OFFSET_WIRE_REF,,"Distance from outside lane edge to location of maximum displacement from reference wire line in right lane half, measured along horizontal datum between end points.",Integer,4,0,,mm,0 - 2300,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Offset of Wire Reference Outlier Code,RLH_OFFSET_WIRE_REF_FLAG,,RLH_OFFSET_WIRE_REF outlier flag code.,Character,1,,,,"1, 2",HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Width Between 1.8m Straight Edge Points,RLH_WIDTH_1_8,,Distance between the two peak points on the profile which support the portion of the 1.8-m straight edge used as a reference to compute maximum displacement in the right lane half.,Integer,4,0,,mm,0 - 1800,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Width Between 1.8m Straight Edge Points Outlier Code,RLH_WIDTH_1_8_FLAG,,RLH_WIDTH_1_8 outlier flag code.,Character,1,,,,"1, 2",HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Width Between Wire Reference Points,RLH_WIDTH_WIRE_REF,,Distance between the two peak points on the profile which support the portion of the wire line used as a reference to compute maximum displacement in right lane half.,Integer,4,0,,mm,0 - 4600,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Lane Half Width Between Wire Reference Points Outlier Code,RLH_WIDTH_WIRE_REF_FLAG,,RLH_WIDTH_WIRE_REF outlier flag code.,Character,1,,,,"1, 2",HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Rut Depth,RIGHT_RUT_DEPTH,,Outer wheel path rut depth at the given point.,Integer,3,0,,mm,"0 - 76, null",HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Shoulder Width,Shoulder_Width_R,,The existing right shoulder width.,Integer,10,0,"""9999999999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Right Turn Lane Type Code,RIGHT_TURN_LANES,,Code indicating the presence of right turn lanes.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rut Preparation Code,RUT_PREP,,Code indicating preparation treatment prior to application of the level-up material.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Right Turn Lanes,Turn_Lanes_R,Geometric,The presence of right turn lanes at a typical intersection.,Integer,1,0,"""9""",,"1 - No intersections
2 - Turns permitted; multiple exclusive lanes
3 - Turns permitted; continuous exclusive lane
4 - Turns permitted; single exclusive lane
5 - Turns permitted; no exclusive lane
6 - No turns are permitted",HPPI,HPMS,Highway Performance Monitoring System,Single System
Right Wheel Path Fault Value,FAULT_RIGHT,,Estimated value of faulting for the right wheel path.,Decimal,4,1,,mm,-60,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rigid Layer Presence Flag,HAS_RIGID_LAYER,,Code identifying whether a rigid layer was included in the backcalculation structure.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Ring And Ball Softening Point,RING_BALL_SOFT_POINT,,Softening point of asphalt cement as measured with ring and ball apparatus.,Integer,3,0,,deg F,100 - 999,HRDI,LTPP,Long-Term Pavement Performance,Single System
RING_AND_BALL,RING_AND_BALL,,The softening point of asphalt cement in degrees F as measured with ring and ball apparatus.,Integer,3,0,,deg F,50 - 200,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSE_MAX,RMSE_MAX,,"Maximum Root Mean Squared Error (RMSE) calculated by MODCOMP, which represents the maximum value selected and/or calculated regarding the fit of the calculated deflection basin to the measured basin.",Decimal,4,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSVA_1,RMSVA_1,,Root mean square vertical acceleration for 1 foot base length.,Decimal,8,4,,ft/sq s,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSVA_128,RMSVA_128,,Root mean square vertical acceleration for 128 foot base length.,Decimal,8,4,,ft/sq s,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSVA_16,RMSVA_16,,Root mean square vertical acceleration for 16 foot base length.,Decimal,8,4,,ft/sq s,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSVA_2,RMSVA_2,,Root mean square vertical acceleration for 2 foot base length.,Decimal,8,4,,ft/sq s,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSVA_32,RMSVA_32,,Root mean square vertical acceleration for 32 foot base length.,Decimal,8,4,,ft/sq s,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSVA_4,RMSVA_4,,Root mean square vertical acceleration for 4 foot base length.,Decimal,8,4,,ft/sq s,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSVA_64,RMSVA_64,,Root mean square vertical acceleration for 64 foot base length.,Decimal,8,4,,ft/sq s,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RMSVA_8,RMSVA_8,,Root mean square vertical acceleration for 8 foot base length.,Decimal,8,4,,ft/sq s,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Road Description,ROAD_DESCRIPTION,,Description of the road.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
ROAD_MOISTURE,ROAD_MOISTURE,,Code indicating the predominant moisture condition of pavement surface during placement operations.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roadway Identifier,ROADWAY_ID,,Additional location description useful in identifying the pavement section.,Character,80,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roadway Improvement Cost,ROADWAY_IMP_COST_095,Bridge,Roadway Improvement Cost only for roadway improvement associated with bridge construction - not to be used for maintenance or bridge costs,Integer,6,,,,,HIF,NBI,National Bridge Inventory System,Single System
Rodent Screen Presence Code,RODENT_SCREEN,,Y or N indicating the presence or absence of a rodent screen.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roller,ROLLER,,Brand and number of roller used.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roller Amplitude,ROLLER_AMP,,Roller vibration amplitude.,Decimal,3,3,,in,0.01 - 0.03,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roller Code,ROLLER_CODE,,Code for type of roller used.,Character,1,,,,A - Q,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roller Description,ROLLER_CODE_DESC,,Text describing the type of roller used.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roller exceeding 5 MPH code,EXCEEDS_5,,Code indicating if the roller exceeded the standard speed of 5 mph.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roller Frequency,ROLLER_FREQ,,Roller vibration frequency.,Integer,4,0,,vib/min,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Roller Gross Weight,ROLLER_GROSS_WT,,Gross weight of roller.,Decimal,3,1,,tons,,HRDI,LTPP,Long-Term Pavement Performance,Single System
