Accession,id,anticons,de_tool
GSE85702,sheet-DKOxKOWT from GSE85702_DEG.xls.gz,1,deseq2
GSE85749,GSE85749_1_vs_2.genes.dif.test.txt.gz,0,deseq
GSE85821,GSE85821_27d_HIT_vs._27d_un-HIT_Food.txt.gz,1,edger
GSE85822,GSE85822_F1_FinalProcessedData.txt.gz,1,edger
GSE85847,GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz,0,limma
GSE85863,GSE85863_Galaxy238-_Cuffdiff_on_data_40__data_35__and_others_gene_differential_expression_testing_.txt.gz,0,cuffdiff
GSE85883,sheet-gene_exp from GSE85883_CM_L_expression.diff.xlsx,0,cuffdiff
GSE85894,GSE85894_p53_Rag2p53vsWT.genes.tsv.gz,0,deseq2
GSE85906,GSE85906_OnM2_cuffdiff.result.txt.gz,0,cuffdiff
GSE85936,sheet-E2F3a-SAL vs. GFP-SAL from GSE85936_Differential_lists.xls.gz,0,limma
GSE85950,sheet-Tabelle1 from GSE85950_EHEC_plusminus_Symbioflor.xlsx,0,unknown
GSE86054,GSE86054_gene_expression.txt.gz,0,deseq2
GSE86077,GSE86077_N2_EVvs28_D4.diff.gz,0,cuffdiff
GSE86086,GSE86086_Processed_data_Allgenes_LEEKT.txt.gz,1,edger
GSE86159,GSE86159_significance_calls_genes_overexpression.txt.gz,0,cuffdiff
GSE86187,GSE86187_p0wt-ko-gene_exp.diff.gz,0,cuffdiff
GSE86202,sheet-Sheet1 from GSE86202_1_isoform_exp_known_lncRNA_annotation.xlsx,0,cuffdiff
GSE86203,sheet-R3vFT_DiffExp from GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz,1,deseq2
GSE86204,sheet-Sheet1 from GSE86204_processed_data_file.xlsx,0,unknown
GSE86211,sheet-PA14vsPJ01dT from GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx,0,cuffdiff
GSE86232,sheet-emptyvsS96A from GSE86232_Differential_gene_expression.xlsx,0,cuffdiff
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,0,unknown
GSE86248,GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz,0,cuffdiff
GSE86272,GSE86272_DESeq2_MinusZn_vs_PlusZn.csv.gz,0,deseq2
GSE86301,GSE86301_shCdGAP_vs_shCtl_fpkm_counts.txt.gz,0,cuffdiff
GSE86321,GSE86321_NC_002947_transcripts.txt.gz,0,unknown
GSE86323,GSE86323_gene_exp.diff.txt.gz,0,cuffdiff
GSE86382,sheet-Ceman_MOVvsCON_1.5FC_20oct16 from GSE86382_Supplemental_Table_S2.xlsx,1,edger
GSE86408,GSE86408_NS_v_NM.csv.gz,0,limma
GSE86428,GSE86428_wt_upf2_de.txt.gz,1,deseq
GSE86442,GSE86442_gene_differential_expression.txt.gz,0,cuffdiff
GSE86457,GSE86457_hNSCs_DHT_100nM_24h_DEanalysis.csv.gz,0,unknown
GSE86460,GSE86460_EVI1_vs_EVI1GATA2.gene_exp.diff.gz,0,cuffdiff
GSE86476,sheet-edgeR from GSE86476_DESeq2_DEXUS_edgeR_results.xlsx,1,edger
GSE86520,GSE86520_ESR1_KO_Muscle_Diff_Expr.txt.gz,0,edger
GSE86521,GSE86521_DESeq_out_KO_vs_WT.txt.gz,0,deseq
GSE86577,sheet-HeLa from GSE86577_processed_results.xlsx,0,deseq2
GSE86608,GSE86608_CLA_F1_NMS4-44-329_wo36_gene_exp.diff.gz,0,cuffdiff
GSE86609,GSE86609_KIKO_gene_exp.diff.gz,0,cuffdiff
GSE86633,GSE86633_E2348_69_LBB_vs_LB.txt.gz,0,deseq
GSE86634,GSE86634_HS_DMEM_vs_LB.txt.gz,1,deseq
GSE86635,GSE86635_H10407_DMEM_vs_LB.txt.gz,0,deseq
GSE86636,GSE86636_102651_DMEMB_vs_DMEM.txt.gz,0,deseq
GSE86637,GSE86637_102712_DMEM_vs_LB.txt.gz,0,deseq
GSE86638,GSE86638_401140_DMEMB_vs_LBB.txt.gz,0,deseq
GSE86639,GSE86639_402290_DMEM_vs_LB.txt.gz,0,deseq
GSE86792,GSE86792_REDTIDE-Other7_DEB_results.txt.gz,0,deseq
GSE86837,GSE86837_gene_exp.diff.gz,0,cuffdiff
GSE86850,GSE86850_GeneExpression_PIR+-_wtKO.txt.gz,0,deseq2
GSE86867,GSE86867_WT_quiescent_456_vs_WT_dividing_123.txt.gz,0,cuffdiff
GSE86874,GSE86874_A549_Effect_of_Treat_trendedDisp.txt.gz,0,edger
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_long_cuffdiff_out.txt.gz,0,cuffdiff
GSE86909,GSE86909_control_vs_nfia.isoform_exp.diff.gz,0,cuffdiff
GSE86927,sheet-All Genes from GSE86927_Neonates_RNASeq_data.xlsx,0,unknown
GSE86939,GSE86939_Vehicle_TBT.gene_exp.diff.gz,0,cuffdiff
GSE86950,sheet-Sheet1 from GSE86950_cuffdiff_WGS7_ATCC55737.xlsx,0,cuffdiff
GSE86976,sheet-Control vs. Treatment from GSE86976_Control_vs._Treatment.xlsx,1,unknown
GSE86997,GSE86997_de.csv.gz,1,edger
GSE87027,GSE87027_gene_exp.diff.gz,0,cuffdiff
GSE87046,GSE87046_Complete_geneList_EdgeR_Zhigang.csv.gz,1,edger
GSE87071,GSE87071_T0_T60_gene_exp.diff.gz,0,cuffdiff
GSE87089,sheet-differentially expressed genes from GSE87089_Supplementary_data.xls.gz,1,unknown
GSE87096,GSE87096_2539382T-VS-2539382N.GeneDiffExp.txt.gz,1,unknown
GSE87119,GSE87119_DESeq2_RepeatCounts_Macrophages.txt.gz,1,deseq2
GSE87167,GSE87167_all_genes.txt.gz,1,unknown
GSE87168,GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,0,cuffdiff
GSE87181,GSE87181_diffExp_RNA_AtTNeo_vs_Pax7_ribo_EdgeR.txt.gz,0,edger
GSE87183,GSE87183_diffExp_RNA_melano_vs_cortico_EdgeR.txt.gz,0,edger
GSE87189,GSE87189_Drug2_vs_PBS2.all.gene.result.xls.gz,0,unknown
GSE87213,GSE87213_planktonic_3225vsWT_Genes_DE_results.tsv.gz,0,edger
GSE87240,GSE87240_gene_expsk.diff.gz,0,cuffdiff
GSE87281,GSE87281_hiPSC_shSMN-1_vs_shCtrl_FDR0.05.sepnames.txt.gz,1,deseq2
GSE87290,GSE87290_PBMC_low_pre_vs_post_gene_exp.diff.gz,0,dexseq
GSE87307,sheet-mRNA processed results from GSE87307_mRNA_processed_results.xlsx,0,unknown
GSE87315,GSE87315_CuffDiff_RNA-seq.csv.gz,0,cuffdiff
GSE87320,GSE87320_edgeR_DE_SE1.txt.gz,0,edger
GSE87388,GSE87388_gene_exp.diff.gz,0,cuffdiff
GSE87398,GSE87398_genes_group_exp.diff.gz,0,cuffdiff
GSE87407,sheet-Sheet1 from GSE87407_PL.vs.SS_-_DeSeq2_-_Differential_expression_results_-_AD_09-26-2016.xlsx,1,deseq2
GSE87419,sheet-results_CL_condition_new from GSE87419_DESeq2_Figure2_claudin.xlsx,0,deseq2
GSE87426,GSE87426_FFAME_PUFA_pre_LPS_vs_post_LPS_gene_exp.diff.gz,0,cuffdiff
GSE87441,GSE87441_gene_exp_CTRL_HDAC2-KD_statistics.txt.gz,0,cuffdiff
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,1,deseq
GSE87456,GSE87456_HypoxiaSQ20B_ExpressionData.txt.gz,1,cuffdiff
GSE87495,GSE87495_results_dds_gencode22.csv.gz,1,deseq2
GSE87508,GSE87508_CD8_normalized.txt.gz,0,deseq2
GSE87525,sheet-K9acedgeRpvals-ALL from GSE87525_RNA_K4me3_K9ac_edgeRpvals-ALL.xls.gz,1,edger
GSE87532,GSE87532_gene_exp.diff.name.txt.gz,0,cuffdiff
GSE87550,GSE87550_All_sample_gene_expression_information.txt.gz,0,edger
GSE87602,GSE87602_IMD4_vs_IMSL.csv.gz,0,cuffdiff
GSE87615,GSE87615_NicoleP_AllComparisons_DE_RPKM_AllData.txt.gz,0,edger
GSE87617,GSE87617_DOX_vs_Control_DE_RPKM_All.txt.gz,0,edger
GSE87626,GSE87626_nc_vs_19_gene_exp.diff.gz,0,cuffdiff
GSE87635,GSE87635_CNOT3KO-WT.txt.gz,0,unknown
GSE87704,sheet-Sheet1 from GSE87704_Differential_Expression_edgeR.xls.gz,0,edger
GSE87706,GSE87706_SM_vs_RODI.txt.gz,1,unknown
GSE87728,sheet-14h WT cf mtrB from GSE87728_Expression_comparison.xlsx,1,edger
GSE87744,GSE87744_mm_cp2l1_rnaseq_limma.txt.gz,1,limma
GSE87745,GSE87745_EYFP_rosette_control-IMA1_rosette_control.TMM.txt.gz,0,unknown
GSE87748,GSE87748_RNAseq_stats.txt.gz,0,edger
GSE87760,GSE87760_Root.TMM.txt.gz,0,unknown
GSE87799,sheet-Limma_Results from GSE87799_Supplementary_Table_1.xlsx.gz,1,limma
GSE87808,GSE87808_diffExp_Slc7a5_Cerebellum_allGenes.txt.gz,0,deseq2
GSE87821,GSE87821_ZHBTC4.nucRNAseq.DESeq2_Results.txt.gz,1,deseq2
GSE87824,sheet-Sheet1 from GSE87824_processed_data.xlsx,0,cuffdiff
GSE87848,sheet-all from GSE87848_gene_exp_final.xls.gz,0,cuffdiff
GSE87855,GSE87855_gene_exp.diff.gz,0,cuffdiff
GSE87862,GSE87862_gene_exp.diff.gz,0,cuffdiff
GSE87890,GSE87890_vglut3_csv.csv.gz,0,cuffdiff
GSE87916,sheet-S15207 from GSE87916_S15207_DeSeq.xlsx,0,deseq
GSE88700,GSE88700_gene_exp.diff.gz,0,cuffdiff
GSE88710,GSE88710_Campylobacter.diffGeneExpr.txt.gz,0,edger
GSE88735,GSE88735_genes.edgeR_results.txt.gz,1,edger
GSE88819,GSE88819_Tug1_Tissues_Summary_diffData.tab.gz,0,unknown
GSE88830,GSE88830_genes_differential_Naive_1-LEC_d3.txt.gz,1,limma
GSE88856,sheet-pair.3.output from GSE88856_mouse.epithelium.rosevsJNK.susp.xlsx.gz,0,cuffdiff
GSE88918,GSE88918_control-vs-BDE-47.compare.txt.gz,1,unknown
GSE88951,GSE88951_res_genes_CA.csv.gz,1,deseq2
GSE88956,sheet-DE2output from GSE88956_GEO_RNASeq_processed.xlsx,0,deseq2
GSE88970,sheet-4P_05_WT_vs_KO_results from GSE88970_Whsc1_proB_DE.xlsx,0,deseq2
GSE88985,GSE88985_DEseq_WT_Rhamnose_vs_dPdr-1_Rhamnose.csv.gz,1,deseq2
GSE89004,sheet-Group_Group1-VS-Group2_DE.annot from GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,1,deseq
GSE89024,GSE89024_DESeq2_output_from_HTSeq_counts_controlling_for_rat.txt.gz,0,deseq2
GSE89106,"sheet-S2C, AC2P36 vs DMSO pH 5.7 from GSE89106_Table_S2.xlsx",1,edger
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0,edger
GSE89113,GSE89113_T40_vs_T45.A3SS.MATS.JunctionCountOnly.txt.gz,0,cuffdiff
GSE89115,sheet-DEG_setC_setE from GSE89115_DEG.xls.gz,0,deseq2
GSE89134,GSE89134_Foxo1NPDay8VsControlNPDay8.txt.gz,1,edger
GSE89165,GSE89165_expression_table.txt.gz,0,unknown
GSE89168,GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz,0,cuffdiff
GSE89200,GSE89200_Processed_data_file.csv.gz,0,deseq
GSE89210,GSE89210_RNA-seq_WTandEEDnull_ESCandAntNPC_2.txt.gz,0,unknown
GSE89219,GSE89219_mouse_gene_exp_diff.txt.gz,0,cuffdiff
GSE89238,GSE89238_SET2_KO_DESeq2_output.txt.gz,1,deseq2
GSE89242,GSE89242_PE_Lhx5_-109_nullAntNPC_vs_WTAntNPC.txt.gz,0,unknown
GSE89245,GSE89245_2hr_gene_exp.diff.gz,0,cuffdiff
GSE89260,GSE89260_piwi.rnaseq.repenrich.edgeR.txt.gz,1,edger
GSE89271,GSE89271_de_foxn4_crispr_3_mcis.txt.gz,0,deseq
GSE89272,GSE89272_DESeq2.WTO-WTY.csv.gz,0,deseq2
GSE89305,GSE89305_13f_edgeR_counts_by_Rhimi_id.txt.ph_13f_alone_vs_ph_13f_wb.edgeR.DE_results.txt.gz,0,edger
GSE89319,GSE89319_7hpf_gene_exp.diff.gz,0,cuffdiff
GSE89412,GSE89412_geneFpkm.exon.glm.group.sig.0.01.LogFc.1.csv.gz,0,edger
GSE89479,GSE89479_hPSC_amnion_processed_data.txt.gz,0,unknown
GSE89504,GSE89504_TSS_groups_exp.tabular.txt.gz,0,cuffdiff
GSE89507,GSE89507_ST2_0min_NA114.txt.gz,0,rockhopper
GSE89511,GSE89511_diff.geneFpkm.exon.glm.LogFc.0.exc.Gapdh.RPMI8226_MCL1.txt.gz,1,edger
GSE89549,sheet-gene_exp from GSE89549_gene_exp.xlsx,0,cuffdiff
GSE89572,GSE89572_24h_DEGs.txt.gz,0,cuffdiff
GSE89588,sheet-hskmc_DESeq_significant from GSE89588_SupplementalTable_S4.xlsx.gz,1,deseq
GSE89627,GSE89627_DESeq_interaction_term_combined_GLM_results.txt.gz,0,deseq
GSE89647,sheet-Diff siPTH2R vs siControl from GSE89647_processed_data.xlsx,0,partek
GSE89665,GSE89665_COMP1_DE_Table.txt.gz,0,edger
GSE89700,sheet-EdgeR_Results from GSE89700_DE.MCF7_T47D.comparison.xls.gz,1,edger
GSE89736,GSE89736_WT_vs_Cdk8Tg_gene_exp.txt.gz,0,unknown
GSE89737,GSE89737_Ntsr1_AAV9_vTRAP_IPvInput.txt.gz,0,deseq2
GSE89764,GSE89764_igenomes_comprehensive_TRANSCRIPTS_counts_DM-VS-SM.glmLRT.txt.gz,0,edger
GSE89773,GSE89773_combined_expression_table.txt.gz,1,deseq2
GSE89783,sheet-tm1473_NGM.vs.N2_NGM from GSE89783_N2_NGM_vs_tm1473_NGM.xlsx,0,deseq2
GSE89787,GSE89787_gene_exp.diff.gz,0,unknown
GSE89796,GSE89796_161107_Supplementary_Information_hMSCMinDiffExp.txt.gz,0,cuffdiff
GSE89823,sheet-TKOCISvsTKOPBS.csv from GSE89823_Dataset1_DEG.xlsx,0,deseq2
GSE89857,GSE89857_gene_exp.diff.gz,0,cuffdiff
GSE89863,GSE89863_edgeR_output.txt.gz,1,edger
GSE89885,GSE89885_frm_gene_exp.diff.txt.gz,0,cuffdiff
GSE89888,GSE89888_resVeh_WTvY537S_MCF7.csv.gz,1,deseq2
GSE89940,GSE89940_polyA_DoubleKO_vs_Parental_edgeR.txt.gz,1,edger
GSE89942,GSE89942_wholeT.FH_WT_vs_Parental.edgeR.txt.gz,1,edger
GSE89950,GSE89950_HTNV_vs_Co60.DiffGeneExp.xls.gz,0,unknown
GSE89964,GSE89964_brpT_WTanalysis.txt.gz,1,rockhopper
GSE90021,GSE90021_ssx_0351-VS-WT.txt.gz,1,deseq2
GSE90022,GSE90022_gene_exp.diff.gz,0,cuffdiff
GSE90036,sheet-Sheet1 from GSE90036_ARX_rnaseq.xlsx,0,deseq2
GSE90089,GSE90089_Table_S5.txt.gz,0,edger
GSE90101,GSE90101_DOPP4.csv.gz,0,clc genomics
GSE90111,GSE90111_DESeq2_PANC1_4SC-202_vs_DMSO.csv.gz,0,deseq2
GSE90113,GSE90113_S48T_vs_S48C.txt.gz,0,deseq2
GSE90160,GSE90160_edger_results.txt.gz,0,edger
GSE90166,GSE90166_gene_exp_all.xls.txt.gz,0,cuffdiff
GSE90469,GSE90469_hDA_ribo.csv.gz,0,deseq2
GSE90519,GSE90519_control-vs-prpf8-sleuth.csv.gz,1,sleuth
GSE90523,GSE90523_IMR-32_wild_type_vs_GAS5_si.txt.gz,0,deseq
GSE90533,sheet-PROX1_HDAC3_genes_all_ from GSE90533_Cuffdiff_HDAC3_KO_PROX1_KD.xlsx,0,cuffdiff
GSE90566,GSE90566_DESeq2_A549_siKLF10_vs_Cont.csv.gz,0,deseq
GSE90595,sheet-Uninjured Mix vs. D6m-20dpa from GSE90595_Uninjured_vs._Dusp6_mut_20dpa.xlsx,0,clc genomics
GSE90637,GSE90637_DGE_analysis.txt.gz,0,cuffdiff
GSE90712,GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,1,deseq2
GSE90731,GSE90731_3T3-L1_GFPvsPGRMC2_RNAseq_read_counts.txt.gz,0,edger
GSE90744,GSE90744_LyGvsLY_glmEdgR.txt.gz,1,edger
GSE90781,GSE90781_H1299.shYEATS2-shCtrl.edgeR.txt.gz,1,edger
GSE90817,GSE90817_DESeq2_0CUT_cu00ce25vscu10ce25_001.csv.gz,1,deseq2
GSE90876,GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,0,cuffdiff
GSE90889,sheet-Vehicle Vs NAM from GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,0,deseq2
GSE90899,sheet-Genes from GSE90899_RAW.tar,0,cuffdiff
GSE90906,GSE90906_RNAseq.limma.NPC-WT.tab.gz,1,limma
GSE90921,GSE90921_deseq_res.txt.gz,0,deseq
GSE90925,GSE90925_gene_exp.diff.gz,0,cuffdiff
GSE90950,sheet-Galaxy273-(Cuffdiff_on_data_252 from GSE90950_Panc.10.05.xlsx,0,cuffdiff
GSE90969,sheet-Sheet1 from GSE90969_Master_Deseq_EMC3_AT2.xlsx,0,deseq
GSE90974,GSE90974_DESeq2_Gene_Sv_24v48.txt.gz,0,deseq
GSE90977,sheet-120 dpi from GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz,1,deseq2
GSE91000,GSE91000_gene_exp.diff.gz,0,cuffdiff
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,0,cuffdiff
GSE91019,GSM2419832_LPS_rep1_gene_exp.diff.gz from GSE91019_RAW.tar,0,cuffdiff
GSE91020,GSM2419836_Pam2CSK4_rep1_gene_exp.diff.gz from GSE91020_RAW.tar,0,cuffdiff
GSE91039,sheet-HighSaltFoodvs.HighSaltNoFood from GSE91039_OsmoticStarvationArrest_Results_edgeRexact.xlsx,0,edger
GSE91059,"sheet-Galaxy39-(Cuffdiff_on_data_14,_ from GSE91059_CER_Indian_vs_Chinese_origin_Cuffdiff_differential_gene_expression.xlsx",0,cuffdiff
GSE91060,sheet-E11 vs. E16 from GSE91060_E11_vs._E16.xls.gz,0,cuffdiff
GSE91075,GSE91075_gene_exp_WT1_KO1.txt.gz,0,cuffdiff
GSE91187,sheet-Sheet1 from GSE91187_macrophage_edgeR_tgw_rslt.xlsx.gz,1,edger
GSE91388,GSE91388_DESeq2_output.txt.gz,1,deseq2
GSE91400,GSE91400_gene_exp.diff.gz,0,cuffdiff
GSE92246,GSE92246_gene_exp.diff.gz,0,cuffdiff
GSE92283,GSE92283_XX_d43_gene_exp.diff.gz,0,cuffdiff
GSE92345,GSE92345_HEK_I_pqvalues.poisson.txt.gz,0,unknown
GSE92448,sheet-CO441mock1d vs. CO441mock2d... from GSE92448_DGE_analysis.xlsx,0,clc genomics
GSE92486,GSE92486_Differential_Gene_expression_Analysis_results_DRold-vs-ALold.txt.gz,0,deseq2
GSE92506,GSE92506_DEseq2_wholeTable.txt.gz,1,deseq2
GSE92535,GSE92535_differential_expression_day4.75.diff.gz,0,cuffdiff
GSE92539,sheet-E16_5_RNAseq from GSE92539_RNAseq_edgeR_E16_5_3xKO_4xCtrl.xlsx,0,edger
GSE92611,GSE92611_2h_gene_exp.diff.gz,0,cuffdiff
GSE92620,GSE92620_J2EvsKLF3_RNA-seq.csv.gz,0,cuffdiff
GSE92641,sheet-Sheet1 from GSE92641_Uhrf1_gene_exp.xlsx,0,unknown
GSE92651,GSE92651_RT112_Control_RT112_Resistant_5uM_BGJ_CDT_differential_gene_exp.diff.gz,0,cuffdiff
GSE92720,sheet-Control H3.3KD#2 upload.anno from GSE92720_Control_H32.xls.gz,0,unknown
GSE92760,GSE92760_DESeq_distal_vs_middle.txt.gz,0,deseq
GSE92874,GSE92874_RNA.txt.gz,0,unknown
GSE92882,GSE92882_DiffBindResults.txt.gz,0,edger
GSE92887,GSE92887_mouse_PC_hypox_vs_normox_FPKM.txt.gz,0,cuffdiff
GSE92936,GSE92936_gene_exp.diff.gz,0,cuffdiff
GSE92954,GSE92954_WM193Stv.txt.gz,0,edger
GSE92971,GSE92971_run1513_gencode_limma_earlyFGFvsControl_gene_diff_rawcnt.txt.gz,0,limma
GSE92989,GSE92989_Drought_3_days.txt.gz,0,cuffdiff
GSE92992,GSE92992_Tr1_RNAseq_mcolVsd.txt.gz,0,deseq2
GSE93000,GSE93000_NZ_CP009706_transcripts.txt.gz,1,unknown
GSE93021,sheet-LL-YY from GSE93021_DSP-TP_LL-YY_FPKM.xlsx,0,unknown
GSE93056,GSE93056_MadC_L_vs_MadC_D.txt.gz,1,edger
GSE93102,GSE93102_D39_625AA_VS_D39_WT_UT.csv.gz,0,deseq
GSE93206,sheet-S16045 from GSE93206_Processed_data_files.xlsx,0,unknown
GSE93279,GSE93279_DEA_results.txt.gz,1,unknown
GSE93280,GSE93280_gene_exp.diff.gz,0,cuffdiff
GSE93292,GSE93292_ALL_gene_diff_exp.txt.gz,0,unknown
GSE93297,GSE93297_Pt-control-1-VS-Pt-grazing-1.GeneDiffExp.txt.gz,0,unknown
GSE93306,GSE93306_E14.5_MUT_WT_FPKM.txt.gz,0,unknown
GSE93313,GSE93313_DESeq_2DvsTranswell.txt.gz,0,deseq
GSE93314,GSE93314_E10_S_vs_G1_0.085_.txt.gz,0,cuffdiff
GSE93318,GSE93318_Deseq2_OHTvsCtl.txt.gz,1,deseq2
GSE93339,GSE93339_e125_Yap-mt_lung_all_genes.txt.gz,0,cuffdiff
GSE93352,GSE93352_non-normalized.txt.gz,1,unknown
GSE93357,GSE93357_Cuffdiff_output.txt.gz,0,cuffdiff
GSE93385,GSE93385_gene_exp.diff.gz,0,cuffdiff
GSE93386,GSE93386_CART_AML_results.txt.gz,1,edger
GSE93526,GSE93526_DESeq2results_D1_1000_MAC.csv.gz,0,deseq2
GSE93540,sheet-DE2output from GSE93540_YC_processed.xlsx.gz,0,deseq
GSE93547,GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,1,deseq2
GSE93566,GSE93566_DGE_P14.txt.gz,0,deseq2
GSE93574,GSE93574_res_dds_LEKU_vs_LE.csv.gz,1,deseq2
GSE93604,sheet-DATA from GSE93604_Regulation.xlsx,0,unknown
GSE93614,GSE93614_Air_Eth_Results.txt.gz,1,deseq2
GSE93620,GSE93620_gene_exp.diff.gz,0,cuffdiff
GSE93656,sheet-CTRL vs. GTLD from GSE93656_CTRL_vs._GTLD_whole_list.xlsx,0,clc genomics
GSE93670,GSE93670_DESeq2_genes_diffexp_by_fc_mLN_iFRC_vs_pLN_iFRC.csv.gz,1,deseq2
GSE93672,GSE93672_protein_coding_differential_expression_PSCvs293.txt.gz,1,deseq2
GSE93674,GSE93674_wt_rgc_vs_single_ko_rgc.sort.primary.dedup.deseq.txt.gz,0,deseq
GSE93681,GSE93681_IRF2.sgRNA_vs_Control.sgRNA.txt.gz,1,deseq2
GSE93682,GSM2460428_Control_rep2_RNA_seq_AS_analysis.txt.gz from GSE93682_RAW.tar,0,unknown
GSE93684,GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,1,unknown
GSE93686,GSE93686_plankvsbioraw.csv.gz,0,cuffdiff
GSE93699,GSE93699_Body_Female_XXYcongo.csv.gz,0,deseq2
GSE93709,GSE93709_EBV-Ramos.txt.gz,0,cuffdiff
GSE93743,GSE93743_gene_exp.diff.gz,0,cuffdiff
GSE93748,sheet-Sheet1 from GSE93748_shTAZ_in_DU145_proceeded_data.xlsx,0,deseq2
GSE93755,GSE93755_DN2_ATAC_sgCtrl_sgPU1.edgeR_diff_expression.txt.gz,0,edger
GSE93758,sheet-Sheet1 from GSE93758_CountData_AllGenes.xlsx,1,deseq2
GSE93774,GSE93774_Full_gene_list-Control_vs_KO.csv.gz,0,deseq
GSE93827,GSE93827_LMP1_2a_vs_GFP.txt.gz,1,deseq2
GSE93866,sheet-gene_exp from GSE93866_IDOE_GENE_EXPRESSION.xlsx,0,cuffdiff
GSE93870,sheet-BJ_ZIKV.Vs.BJ_Control.DESeq_Ana from GSE93870_processed_file.xlsx,0,deseq2
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,1,deseq2
GSE93894,GSE93894_SLX085-02-v4.604mvs604p.complete.xls.gz,0,deseq2
GSE93961,sheet-output from GSE93961_output.xlsx,0,deseq2
GSE93990,GSE93990_gene_exp.diff.gz,0,cuffdiff
GSE94017,sheet-ATO_versus_control_diff_C2 RA3  from GSE94017_ATO_versus_control_diff.xlsx,0,deseq2
GSE94020,GSE94020_Hormogonium_Development_Time_Course.txt.gz,0,unknown
GSE94036,GSE94036_PR_EPC_vs_EPC.txt.gz,1,edger
GSE94118,GSE94118_DifferentialExpression.csv.gz,0,edger
GSE94120,GSE94120_SKNSHpos_rel_abundance_1x1.txt.gz,0,cuffdiff
GSE94124,sheet-18°C from GSE94124_Processed_data-all_genes.xlsx,0,edger
GSE94153,GSE94153_erythroidS34vswt_A3SS.MATS.JunctionCountOnly.txt.gz,0,edger
GSE94252,GSE94252_gene_exp.diff.gz,0,cuffdiff
GSE94263,GSE94263_c2c3_comparision_DE_EdgeR_Alldata.csv.gz,0,edger
GSE94264,GSE94264_ATRWTKO_tumor_nowt1ko1_DE_EdgeR.csv.gz,0,edger
GSE94271,GSE94271_BM_HPC.csv.gz,0,limma
GSE94280,GSE94280_DESeq2_results_Y_vs_O.txt.gz,0,deseq2
GSE94335,GSE94335_Differential_expression_BUD_vs_vehicle_asthma.txt.gz,1,deseq2
GSE94377,GSE94377_alltags-edgeR.csv.gz,0,edger
GSE94390,sheet-Named Genes from GSE94390_gene_expression.xls.gz,0,cuffdiff
GSE94394,sheet-E12R027_exactTest from GSE94394_E12R027_genelists.xlsx,1,edger
GSE94442,GSE94442_edgeR_BR_all.txt.gz,1,edger
GSE94454,"sheet-10 min 0.3 µM treatment, exp 1 from GSE94454_Deseq_poststall_analysis.xlsx",0,deseq
GSE94463,GSE94463_Table_splicing_defect_all.csv.gz,0,unknown
GSE94479,GSE94479_Deseq_G2MvsG0G1.txt.gz,0,deseq2
GSE94482,GSE94482_gene_exp.diff.gz,0,cuffdiff
GSE94486,GSM2476330_p127RNA-seq_cuffdiff_out_2_gene_exp.diff.gz from GSE94486_RAW.tar,0,cuffdiff
GSE94488,GSE94488_RNA-gene_exp.diff.gz,0,cuffdiff
GSE94501,GSE94501_cuffdiff_gene_exp_diff.txt.gz,0,cuffdiff
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,1,unknown
GSE94544,GSM2477949_EAC2_vs_Control_gene_exp.diff.gz from GSE94544_RAW.tar,0,cuffdiff
GSE94545,GSM2477949_EAC2_vs_Control_gene_exp.diff.gz from GSE94545_RAW.tar,0,cuffdiff
GSE94587,GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz,0,deseq
GSE94626,sheet-VR1 vs. VR2 from GSE94626_VR1vsVR2_All_Genes.xlsx,0,clc genomics
GSE94631,GSE94631_de.com.diff_ad.mono_dc.df.txt.gz,0,edger
GSE94666,sheet-genes from GSE94666_Lobosphaera_incisa_Transcriptome_Differential_Analysis_pairwise.xls.gz,1,deseq
GSE94680,sheet-Sheet1 from GSE94680_Lmnb1_MLE12_RNA_seq_DEseq2_diffe_expression.xlsx,1,deseq
GSE94690,GSE94690_merged_IP_data_all_IPs.txt.gz,1,edger
GSE94722,GSE94722_Mixed_vs_Media_genes.txt.gz,0,edger
