Accession,id,anticons,model
GSE85883,sheet-gene_exp from GSE85883_CM_L_expression.diff.xlsx,0,illumina hiseq 3000
GSE85936,sheet-E2F3a-SAL vs. GFP-SAL from GSE85936_Differential_lists.xls.gz,0,illumina hiseq 2500
GSE85950,sheet-Tabelle1 from GSE85950_EHEC_plusminus_Symbioflor.xlsx,0,ab 5500xl genetic analyzer
GSE86054,GSE86054_gene_expression.txt.gz,0,nextseq 500
GSE86077,GSE86077_N2_EVvs28_D4.diff.gz,0,illumina hiseq 2000
GSE86086,GSE86086_Processed_data_Allgenes_LEEKT.txt.gz,1,illumina hiseq 2000
GSE86159,GSE86159_significance_calls_genes_overexpression.txt.gz,0,illumina hiseq 2500
GSE86187,GSE86187_p0wt-ko-gene_exp.diff.gz,0,ab solid system
GSE86202,sheet-Sheet1 from GSE86202_1_isoform_exp_known_lncRNA_annotation.xlsx,0,illumina hiseq 2500
GSE86203,sheet-R3vFT_DiffExp from GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz,1,nextseq 500
GSE86204,sheet-Sheet1 from GSE86204_processed_data_file.xlsx,0,illumina hiseq 2500
GSE86211,sheet-PA14vsPJ01dT from GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx,0,nextseq 500
GSE86248,GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz,0,illumina hiseq 2000
GSE86272,GSE86272_DESeq2_MinusZn_vs_PlusZn.csv.gz,0,illumina hiseq 2500
GSE86301,GSE86301_shCdGAP_vs_shCtl_fpkm_counts.txt.gz,0,illumina hiseq 2000
GSE86323,GSE86323_gene_exp.diff.txt.gz,0,illumina hiseq 2000
GSE86382,sheet-Ceman_MOVvsCON_1.5FC_20oct16 from GSE86382_Supplemental_Table_S2.xlsx,1,illumina hiseq 4000
GSE86408,GSE86408_NS_v_NM.csv.gz,0,illumina hiseq 4000
GSE86428,GSE86428_wt_upf2_de.txt.gz,1,illumina hiseq 4000
GSE86442,GSE86442_gene_differential_expression.txt.gz,0,illumina hiseq 2000
GSE86457,GSE86457_hNSCs_DHT_100nM_24h_DEanalysis.csv.gz,0,illumina hiseq 2500
GSE86460,GSE86460_EVI1_vs_EVI1GATA2.gene_exp.diff.gz,0,illumina hiseq 2500
GSE86476,sheet-edgeR from GSE86476_DESeq2_DEXUS_edgeR_results.xlsx,1,nextseq 500
GSE86520,GSE86520_ESR1_KO_Muscle_Diff_Expr.txt.gz,0,illumina hiseq 2000
GSE86521,GSE86521_DESeq_out_KO_vs_WT.txt.gz,0,illumina hiseq 2000
GSE86577,sheet-HeLa from GSE86577_processed_results.xlsx,0,illumina hiseq 2000
GSE86608,GSE86608_CLA_F1_NMS4-44-329_wo36_gene_exp.diff.gz,0,nextseq 500
GSE86609,GSE86609_KIKO_gene_exp.diff.gz,0,illumina hiseq 2500
GSE86634,GSE86634_HS_DMEM_vs_LB.txt.gz,1,illumina hiseq 2500
GSE86635,GSE86635_H10407_DMEM_vs_LB.txt.gz,0,illumina hiseq 2500
GSE86636,GSE86636_102651_DMEMB_vs_DMEM.txt.gz,0,illumina hiseq 2000
GSE86639,GSE86639_402290_DMEM_vs_LB.txt.gz,0,illumina hiseq 2000
GSE86792,GSE86792_REDTIDE-Other7_DEB_results.txt.gz,0,nextseq 500
GSE86837,GSE86837_gene_exp.diff.gz,0,illumina hiseq 2500
GSE86850,GSE86850_GeneExpression_PIR+-_wtKO.txt.gz,0,illumina miseq
GSE86867,GSE86867_WT_quiescent_456_vs_WT_dividing_123.txt.gz,0,illumina hiseq 2500
GSE86874,GSE86874_A549_Effect_of_Treat_trendedDisp.txt.gz,0,illumina hiseq 2500
GSE86909,GSE86909_control_vs_nfia.isoform_exp.diff.gz,0,nextseq 500
GSE86927,sheet-All Genes from GSE86927_Neonates_RNASeq_data.xlsx,0,illumina hiseq 2500
GSE86939,GSE86939_Vehicle_TBT.gene_exp.diff.gz,0,illumina hiseq 2500
GSE86950,sheet-Sheet1 from GSE86950_cuffdiff_WGS7_ATCC55737.xlsx,0,illumina hiseq 2000
GSE86976,sheet-Control vs. Treatment from GSE86976_Control_vs._Treatment.xlsx,1,illumina hiseq 2500
GSE86997,GSE86997_de.csv.gz,1,illumina hiseq 2500
GSE87027,GSE87027_gene_exp.diff.gz,0,illumina hiseq 2500
GSE87046,GSE87046_Complete_geneList_EdgeR_Zhigang.csv.gz,1,illumina hiseq 4000
GSE87071,GSE87071_T0_T60_gene_exp.diff.gz,0,illumina hiseq 2000
GSE87089,sheet-differentially expressed genes from GSE87089_Supplementary_data.xls.gz,1,illumina hiseq 2000
GSE87119,GSE87119_DESeq2_RepeatCounts_Macrophages.txt.gz,1,illumina hiseq 2000
GSE87167,GSE87167_all_genes.txt.gz,1,illumina hiseq 2500
GSE87168,GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,0,ion torrent pgm
GSE87181,GSE87181_diffExp_RNA_AtTNeo_vs_Pax7_ribo_EdgeR.txt.gz,0,illumina hiseq 2000
GSE87183,GSE87183_diffExp_RNA_melano_vs_cortico_EdgeR.txt.gz,0,illumina hiseq 2000
GSE87189,GSE87189_Drug2_vs_PBS2.all.gene.result.xls.gz,0,illumina hiseq 2500
GSE87213,GSE87213_planktonic_3225vsWT_Genes_DE_results.tsv.gz,0,illumina hiseq 2000
GSE87240,GSE87240_gene_expsk.diff.gz,0,illumina hiseq 2000
GSE87290,GSE87290_PBMC_low_pre_vs_post_gene_exp.diff.gz,0,illumina hiseq 2000
GSE87307,sheet-mRNA processed results from GSE87307_mRNA_processed_results.xlsx,0,illumina hiseq 2500
GSE87315,GSE87315_CuffDiff_RNA-seq.csv.gz,0,illumina hiseq 2000
GSE87320,GSE87320_edgeR_DE_SE1.txt.gz,0,illumina hiseq 2500
GSE87388,GSE87388_gene_exp.diff.gz,0,illumina hiseq 2000
GSE87398,GSE87398_genes_group_exp.diff.gz,0,illumina miseq
GSE87407,sheet-Sheet1 from GSE87407_PL.vs.SS_-_DeSeq2_-_Differential_expression_results_-_AD_09-26-2016.xlsx,1,illumina miseq
GSE87426,GSE87426_FFAME_PUFA_pre_LPS_vs_post_LPS_gene_exp.diff.gz,0,illumina hiseq 2000
GSE87441,GSE87441_gene_exp_CTRL_HDAC2-KD_statistics.txt.gz,0,illumina hiseq 2000
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,1,illumina hiseq 2000
GSE87456,GSE87456_HypoxiaSQ20B_ExpressionData.txt.gz,1,illumina hiseq 2000
GSE87495,GSE87495_results_dds_gencode22.csv.gz,1,illumina hiseq 2500
GSE87508,GSE87508_CD8_normalized.txt.gz,0,ion torrent pgm
GSE87532,GSE87532_gene_exp.diff.name.txt.gz,0,nextseq 500
GSE87550,GSE87550_All_sample_gene_expression_information.txt.gz,0,illumina hiseq 2500
GSE87602,GSE87602_IMD4_vs_IMSL.csv.gz,0,illumina hiseq 2500
GSE87615,GSE87615_NicoleP_AllComparisons_DE_RPKM_AllData.txt.gz,0,illumina hiseq 2500
GSE87617,GSE87617_DOX_vs_Control_DE_RPKM_All.txt.gz,0,illumina hiseq 2500
GSE87626,GSE87626_nc_vs_19_gene_exp.diff.gz,0,illumina hiseq 2000
GSE87635,GSE87635_CNOT3KO-WT.txt.gz,0,illumina hiseq 2500
GSE87704,sheet-Sheet1 from GSE87704_Differential_Expression_edgeR.xls.gz,0,illumina hiseq 2000
GSE87706,GSE87706_SM_vs_RODI.txt.gz,1,illumina hiseq 2000
GSE87728,sheet-14h WT cf mtrB from GSE87728_Expression_comparison.xlsx,1,nextseq 500
GSE87744,GSE87744_mm_cp2l1_rnaseq_limma.txt.gz,1,illumina hiseq 2000
GSE87745,GSE87745_EYFP_rosette_control-IMA1_rosette_control.TMM.txt.gz,0,illumina hiseq 2500
GSE87760,GSE87760_Root.TMM.txt.gz,0,illumina genome analyzer ii
GSE87799,sheet-Limma_Results from GSE87799_Supplementary_Table_1.xlsx.gz,1,illumina hiseq 2500
GSE87808,GSE87808_diffExp_Slc7a5_Cerebellum_allGenes.txt.gz,0,illumina hiseq 2500
GSE87821,GSE87821_ZHBTC4.nucRNAseq.DESeq2_Results.txt.gz,1,nextseq 500
GSE87824,sheet-Sheet1 from GSE87824_processed_data.xlsx,0,illumina hiseq 2000
GSE87848,sheet-all from GSE87848_gene_exp_final.xls.gz,0,nextseq 500
GSE87855,GSE87855_gene_exp.diff.gz,0,illumina hiseq 2500
GSE87862,GSE87862_gene_exp.diff.gz,0,illumina hiseq 4000
GSE87890,GSE87890_vglut3_csv.csv.gz,0,illumina hiseq 2500
GSE87916,sheet-S15207 from GSE87916_S15207_DeSeq.xlsx,0,illumina hiseq 2500
GSE88710,GSE88710_Campylobacter.diffGeneExpr.txt.gz,0,illumina hiseq 2500
GSE88735,GSE88735_genes.edgeR_results.txt.gz,1,illumina genome analyzer ii
GSE88830,GSE88830_genes_differential_Naive_1-LEC_d3.txt.gz,1,nextseq 500
GSE88856,sheet-pair.3.output from GSE88856_mouse.epithelium.rosevsJNK.susp.xlsx.gz,0,illumina hiseq 2000
GSE88918,GSE88918_control-vs-BDE-47.compare.txt.gz,1,illumina hiseq 2000
GSE88951,GSE88951_res_genes_CA.csv.gz,1,illumina hiscansq
GSE88956,sheet-DE2output from GSE88956_GEO_RNASeq_processed.xlsx,0,illumina hiseq 2500
GSE88970,sheet-4P_05_WT_vs_KO_results from GSE88970_Whsc1_proB_DE.xlsx,0,illumina hiseq 2000
GSE89004,sheet-Group_Group1-VS-Group2_DE.annot from GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,1,illumina hiseq 2500
GSE89024,GSE89024_DESeq2_output_from_HTSeq_counts_controlling_for_rat.txt.gz,0,nextseq 500
GSE89106,"sheet-S2C, AC2P36 vs DMSO pH 5.7 from GSE89106_Table_S2.xlsx",1,illumina hiseq 2500
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0,nextseq 500
GSE89113,GSE89113_T40_vs_T45.A3SS.MATS.JunctionCountOnly.txt.gz,0,illumina hiseq 2000
GSE89115,sheet-DEG_setC_setE from GSE89115_DEG.xls.gz,0,illumina hiseq 2000
GSE89134,GSE89134_Foxo1NPDay8VsControlNPDay8.txt.gz,1,illumina hiseq 2500
GSE89165,GSE89165_expression_table.txt.gz,0,ion torrent pgm
GSE89168,GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz,0,illumina hiseq 2000
GSE89200,GSE89200_Processed_data_file.csv.gz,0,illumina miseq
GSE89210,GSE89210_RNA-seq_WTandEEDnull_ESCandAntNPC_2.txt.gz,0,illumina hiseq 2500
GSE89238,GSE89238_SET2_KO_DESeq2_output.txt.gz,1,nextseq 500
GSE89242,GSE89242_PE_Lhx5_-109_nullAntNPC_vs_WTAntNPC.txt.gz,0,illumina hiseq 2500
GSE89245,GSE89245_2hr_gene_exp.diff.gz,0,illumina hiseq 2500
GSE89272,GSE89272_DESeq2.WTO-WTY.csv.gz,0,nextseq 500
GSE89305,GSE89305_13f_edgeR_counts_by_Rhimi_id.txt.ph_13f_alone_vs_ph_13f_wb.edgeR.DE_results.txt.gz,0,illumina hiseq 2500
GSE89319,GSE89319_7hpf_gene_exp.diff.gz,0,illumina hiseq 2500
GSE89412,GSE89412_geneFpkm.exon.glm.group.sig.0.01.LogFc.1.csv.gz,0,illumina hiseq 2500
GSE89479,GSE89479_hPSC_amnion_processed_data.txt.gz,0,illumina hiseq 2500
GSE89504,GSE89504_TSS_groups_exp.tabular.txt.gz,0,illumina miseq
GSE89507,GSE89507_ST2_0min_NA114.txt.gz,0,illumina miseq
GSE89511,GSE89511_diff.geneFpkm.exon.glm.LogFc.0.exc.Gapdh.RPMI8226_MCL1.txt.gz,1,illumina hiseq 2500
GSE89549,sheet-gene_exp from GSE89549_gene_exp.xlsx,0,illumina hiseq 3000
GSE89572,GSE89572_24h_DEGs.txt.gz,0,illumina hiseq 2000
GSE89627,GSE89627_DESeq_interaction_term_combined_GLM_results.txt.gz,0,illumina hiseq 2500
GSE89647,sheet-Diff siPTH2R vs siControl from GSE89647_processed_data.xlsx,0,illumina hiseq 2500
GSE89700,sheet-EdgeR_Results from GSE89700_DE.MCF7_T47D.comparison.xls.gz,1,ab 5500xl genetic analyzer
GSE89736,GSE89736_WT_vs_Cdk8Tg_gene_exp.txt.gz,0,illumina hiseq 2000
GSE89737,GSE89737_Ntsr1_AAV9_vTRAP_IPvInput.txt.gz,0,illumina hiseq 2500
GSE89764,GSE89764_igenomes_comprehensive_TRANSCRIPTS_counts_DM-VS-SM.glmLRT.txt.gz,0,illumina hiseq 2500
GSE89773,GSE89773_combined_expression_table.txt.gz,1,illumina hiseq 2500
GSE89783,sheet-tm1473_NGM.vs.N2_NGM from GSE89783_N2_NGM_vs_tm1473_NGM.xlsx,0,illumina genome analyzer
GSE89787,GSE89787_gene_exp.diff.gz,0,illumina hiseq 4000
GSE89823,sheet-TKOCISvsTKOPBS.csv from GSE89823_Dataset1_DEG.xlsx,0,illumina hiseq 2000
GSE89857,GSE89857_gene_exp.diff.gz,0,illumina hiseq 2500
GSE89863,GSE89863_edgeR_output.txt.gz,1,illumina hiseq 2500
GSE89885,GSE89885_frm_gene_exp.diff.txt.gz,0,illumina hiseq 2500
GSE89888,GSE89888_resVeh_WTvY537S_MCF7.csv.gz,1,illumina hiseq 2000
GSE89940,GSE89940_polyA_DoubleKO_vs_Parental_edgeR.txt.gz,1,nextseq 500
GSE89942,GSE89942_wholeT.FH_WT_vs_Parental.edgeR.txt.gz,1,nextseq 500
GSE89950,GSE89950_HTNV_vs_Co60.DiffGeneExp.xls.gz,0,illumina hiseq 2000
GSE90021,GSE90021_ssx_0351-VS-WT.txt.gz,1,illumina hiseq 2000
GSE90022,GSE90022_gene_exp.diff.gz,0,illumina hiseq 2500
GSE90101,GSE90101_DOPP4.csv.gz,0,ion torrent proton
GSE90111,GSE90111_DESeq2_PANC1_4SC-202_vs_DMSO.csv.gz,0,illumina hiseq 2000
GSE90113,GSE90113_S48T_vs_S48C.txt.gz,0,illumina hiseq 2500
GSE90160,GSE90160_edger_results.txt.gz,0,illumina hiseq 2000
GSE90166,GSE90166_gene_exp_all.xls.txt.gz,0,illumina hiseq 2500
GSE90519,GSE90519_control-vs-prpf8-sleuth.csv.gz,1,nextseq 500
GSE90523,GSE90523_IMR-32_wild_type_vs_GAS5_si.txt.gz,0,illumina hiseq 1500
GSE90566,GSE90566_DESeq2_A549_siKLF10_vs_Cont.csv.gz,0,illumina hiseq 2000
GSE90595,sheet-Uninjured Mix vs. D6m-20dpa from GSE90595_Uninjured_vs._Dusp6_mut_20dpa.xlsx,0,illumina hiseq 2500
GSE90712,GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,1,nextseq 500
GSE90731,GSE90731_3T3-L1_GFPvsPGRMC2_RNAseq_read_counts.txt.gz,0,illumina hiseq 2500
GSE90744,GSE90744_LyGvsLY_glmEdgR.txt.gz,1,illumina hiseq 2500
GSE90817,GSE90817_DESeq2_0CUT_cu00ce25vscu10ce25_001.csv.gz,1,illumina hiseq 4000
GSE90876,GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,0,illumina hiseq 3000
GSE90889,sheet-Vehicle Vs NAM from GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,0,nextseq 500
GSE90899,sheet-Genes from GSE90899_RAW.tar,0,illumina hiseq 2000
GSE90921,GSE90921_deseq_res.txt.gz,0,illumina hiseq 4000
GSE90925,GSE90925_gene_exp.diff.gz,0,nextseq 500
GSE90950,sheet-Galaxy273-(Cuffdiff_on_data_252 from GSE90950_Panc.10.05.xlsx,0,illumina hiseq 2000
GSE90969,sheet-Sheet1 from GSE90969_Master_Deseq_EMC3_AT2.xlsx,0,illumina hiseq 2500
GSE90974,GSE90974_DESeq2_Gene_Sv_24v48.txt.gz,0,illumina miseq
GSE90977,sheet-120 dpi from GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz,1,illumina hiseq 2000
GSE91019,GSM2419832_LPS_rep1_gene_exp.diff.gz from GSE91019_RAW.tar,0,nextseq 550
GSE91039,sheet-HighSaltFoodvs.HighSaltNoFood from GSE91039_OsmoticStarvationArrest_Results_edgeRexact.xlsx,0,illumina hiseq 4000
GSE91059,"sheet-Galaxy39-(Cuffdiff_on_data_14,_ from GSE91059_CER_Indian_vs_Chinese_origin_Cuffdiff_differential_gene_expression.xlsx",0,illumina hiseq 2500
GSE91075,GSE91075_gene_exp_WT1_KO1.txt.gz,0,illumina hiseq 1000
GSE91187,sheet-Sheet1 from GSE91187_macrophage_edgeR_tgw_rslt.xlsx.gz,1,illumina hiseq 1000
GSE91400,GSE91400_gene_exp.diff.gz,0,illumina genome analyzer iix
GSE92246,GSE92246_gene_exp.diff.gz,0,illumina miseq
GSE92448,sheet-CO441mock1d vs. CO441mock2d... from GSE92448_DGE_analysis.xlsx,0,illumina hiseq 2000
GSE92506,GSE92506_DEseq2_wholeTable.txt.gz,1,illumina hiseq 1000
GSE92535,GSE92535_differential_expression_day4.75.diff.gz,0,illumina hiseq 2000
GSE92641,sheet-Sheet1 from GSE92641_Uhrf1_gene_exp.xlsx,0,illumina miseq
GSE92651,GSE92651_RT112_Control_RT112_Resistant_5uM_BGJ_CDT_differential_gene_exp.diff.gz,0,illumina hiseq 2000
GSE92720,sheet-Control H3.3KD#2 upload.anno from GSE92720_Control_H32.xls.gz,0,illumina hiseq 2500
GSE92760,GSE92760_DESeq_distal_vs_middle.txt.gz,0,illumina hiseq 2000
GSE92874,GSE92874_RNA.txt.gz,0,illumina hiseq 2500
GSE92936,GSE92936_gene_exp.diff.gz,0,illumina hiseq 2500
GSE92954,GSE92954_WM193Stv.txt.gz,0,illumina hiseq 2000
GSE92971,GSE92971_run1513_gencode_limma_earlyFGFvsControl_gene_diff_rawcnt.txt.gz,0,illumina hiseq 2500
GSE92989,GSE92989_Drought_3_days.txt.gz,0,illumina hiseq 2000
GSE92992,GSE92992_Tr1_RNAseq_mcolVsd.txt.gz,0,illumina hiseq 2500
GSE93000,GSE93000_NZ_CP009706_transcripts.txt.gz,1,illumina miseq
GSE93021,sheet-LL-YY from GSE93021_DSP-TP_LL-YY_FPKM.xlsx,0,illumina hiseq 2000
GSE93056,GSE93056_MadC_L_vs_MadC_D.txt.gz,1,illumina hiseq 2500
GSE93102,GSE93102_D39_625AA_VS_D39_WT_UT.csv.gz,0,illumina hiseq 2500
GSE93206,sheet-S16045 from GSE93206_Processed_data_files.xlsx,0,illumina hiseq 4000
GSE93279,GSE93279_DEA_results.txt.gz,1,illumina hiseq 4000
GSE93280,GSE93280_gene_exp.diff.gz,0,illumina hiseq 2000
GSE93292,GSE93292_ALL_gene_diff_exp.txt.gz,0,illumina hiseq 2500
GSE93297,GSE93297_Pt-control-1-VS-Pt-grazing-1.GeneDiffExp.txt.gz,0,illumina hiseq 2500
GSE93313,GSE93313_DESeq_2DvsTranswell.txt.gz,0,illumina hiseq 2000
GSE93314,GSE93314_E10_S_vs_G1_0.085_.txt.gz,0,illumina hiseq 2500
GSE93339,GSE93339_e125_Yap-mt_lung_all_genes.txt.gz,0,illumina hiseq 4000
GSE93357,GSE93357_Cuffdiff_output.txt.gz,0,illumina hiseq 2000
GSE93385,GSE93385_gene_exp.diff.gz,0,illumina hiseq 1500
GSE93526,GSE93526_DESeq2results_D1_1000_MAC.csv.gz,0,nextseq 500
GSE93540,sheet-DE2output from GSE93540_YC_processed.xlsx.gz,0,illumina hiseq 2500
GSE93547,GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,1,illumina hiseq 2500
GSE93566,GSE93566_DGE_P14.txt.gz,0,nextseq 500
GSE93574,GSE93574_res_dds_LEKU_vs_LE.csv.gz,1,illumina hiseq 1000
GSE93604,sheet-DATA from GSE93604_Regulation.xlsx,0,illumina hiseq 2000
GSE93614,GSE93614_Air_Eth_Results.txt.gz,1,nextseq 500
GSE93620,GSE93620_gene_exp.diff.gz,0,nextseq 500
GSE93670,GSE93670_DESeq2_genes_diffexp_by_fc_mLN_iFRC_vs_pLN_iFRC.csv.gz,1,illumina hiseq 2500
GSE93672,GSE93672_protein_coding_differential_expression_PSCvs293.txt.gz,1,illumina hiseq 2500
GSE93674,GSE93674_wt_rgc_vs_single_ko_rgc.sort.primary.dedup.deseq.txt.gz,0,illumina hiseq 2000
GSE93681,GSE93681_IRF2.sgRNA_vs_Control.sgRNA.txt.gz,1,nextseq 500
GSE93686,GSE93686_plankvsbioraw.csv.gz,0,illumina hiseq 2500
GSE93699,GSE93699_Body_Female_XXYcongo.csv.gz,0,illumina hiseq 2500
GSE93709,GSE93709_EBV-Ramos.txt.gz,0,illumina hiseq 2500
GSE93743,GSE93743_gene_exp.diff.gz,0,illumina hiseq 2500
GSE93748,sheet-Sheet1 from GSE93748_shTAZ_in_DU145_proceeded_data.xlsx,0,illumina hiseq 2500
GSE93758,sheet-Sheet1 from GSE93758_CountData_AllGenes.xlsx,1,illumina hiseq 2000
GSE93774,GSE93774_Full_gene_list-Control_vs_KO.csv.gz,0,illumina hiseq 2000
GSE93827,GSE93827_LMP1_2a_vs_GFP.txt.gz,1,nextseq 500
GSE93866,sheet-gene_exp from GSE93866_IDOE_GENE_EXPRESSION.xlsx,0,illumina hiseq 2000
GSE93870,sheet-BJ_ZIKV.Vs.BJ_Control.DESeq_Ana from GSE93870_processed_file.xlsx,0,nextseq 500
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,1,nextseq 500
GSE93894,GSE93894_SLX085-02-v4.604mvs604p.complete.xls.gz,0,illumina hiseq 2000
GSE93961,sheet-output from GSE93961_output.xlsx,0,illumina hiseq 2500
GSE94017,sheet-ATO_versus_control_diff_C2 RA3  from GSE94017_ATO_versus_control_diff.xlsx,0,illumina hiseq 4000
GSE94020,GSE94020_Hormogonium_Development_Time_Course.txt.gz,0,illumina hiseq 2000
GSE94036,GSE94036_PR_EPC_vs_EPC.txt.gz,1,illumina hiseq 2000
GSE94118,GSE94118_DifferentialExpression.csv.gz,0,illumina hiseq 2000
GSE94120,GSE94120_SKNSHpos_rel_abundance_1x1.txt.gz,0,illumina hiseq 2000
GSE94124,sheet-18°C from GSE94124_Processed_data-all_genes.xlsx,0,illumina miseq
GSE94153,GSE94153_erythroidS34vswt_A3SS.MATS.JunctionCountOnly.txt.gz,0,illumina hiseq 2500
GSE94252,GSE94252_gene_exp.diff.gz,0,illumina hiseq 2500
GSE94263,GSE94263_c2c3_comparision_DE_EdgeR_Alldata.csv.gz,0,illumina hiseq 2500
GSE94264,GSE94264_ATRWTKO_tumor_nowt1ko1_DE_EdgeR.csv.gz,0,illumina hiseq 2500
GSE94271,GSE94271_BM_HPC.csv.gz,0,illumina hiseq 2000
GSE94280,GSE94280_DESeq2_results_Y_vs_O.txt.gz,0,illumina hiseq 2500
GSE94335,GSE94335_Differential_expression_BUD_vs_vehicle_asthma.txt.gz,1,illumina hiseq 2500
GSE94390,sheet-Named Genes from GSE94390_gene_expression.xls.gz,0,illumina hiseq 2500
GSE94442,GSE94442_edgeR_BR_all.txt.gz,1,illumina hiseq 2000
GSE94463,GSE94463_Table_splicing_defect_all.csv.gz,0,illumina hiseq 2500
GSE94482,GSE94482_gene_exp.diff.gz,0,illumina hiseq 2500
GSE94501,GSE94501_cuffdiff_gene_exp_diff.txt.gz,0,illumina miseq
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,1,illumina hiseq 2000
GSE94544,GSM2477949_EAC2_vs_Control_gene_exp.diff.gz from GSE94544_RAW.tar,0,illumina hiseq 2500
GSE94587,GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz,0,illumina hiseq 2000
GSE94626,sheet-VR1 vs. VR2 from GSE94626_VR1vsVR2_All_Genes.xlsx,0,nextseq 500
GSE94680,sheet-Sheet1 from GSE94680_Lmnb1_MLE12_RNA_seq_DEseq2_diffe_expression.xlsx,1,ion torrent proton
GSE94722,GSE94722_Mixed_vs_Media_genes.txt.gz,0,illumina hiseq 2500
GSE94724,GSE94724_gene_exp.diff.gz,0,illumina hiseq 2000
GSE94768,sheet-AllData from GSE94768_AllData_160921_RNASeq_Martin_Results.xlsx,1,illumina hiseq 4000
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_PPC_genes_diff.tsv.gz,0,illumina hiseq 3000
GSE94814,GSE94814_subcortex.txt.gz,0,nextseq 500
GSE94818,sheet-control-H2O2 from GSE94818_Afu_RNAseq_processed_data.xls.gz,0,illumina hiscansq
GSE94821,GSE94821_cuffdiff_mock_vs_4hpi.txt.gz,0,nextseq 500
GSE94832,sheet-Sheet1 from GSE94832_Differential_Analysis.xlsx,1,illumina hiseq 2500
GSE94840,GSE94840_Alox5_vs_Control.all.gene.result.txt.gz,0,illumina hiseq 2500
GSE94843,GSE94843_cuffdiff_mock_vs_mnv.txt.gz,0,nextseq 500
GSE94853,GSE94853_genes_differentialexpression_matrix.txt.gz,0,illumina hiseq 2500
GSE94879,sheet-Sheet5-YA_enriched from GSE94879_gene_expression_and_DEG.xlsx,0,illumina hiseq 2500
GSE94892,GSE94892_gene_exp_diff_grp-C.txt.gz,0,illumina hiseq 2500
GSE94925,GSE94925_TGvsNG.Differential_analysis_results.xls.gz,0,illumina hiseq 4000
GSE94947,GSE94947_WT_L5_EdgeR.txt.gz,1,illumina hiseq 3000
GSE94967,GSE94967_isoform_exp.diff_A_B_ISOFORM.diff.gz,0,illumina hiseq 2500
GSE94969,sheet-Tapping_AllResults_21dec15 from GSE94969_RNA-Seq_Normalized_Results.xlsx,1,illumina hiseq 2500
GSE94983,sheet-WS DK FLT to GC from GSE94983_10._DK_FLT_WS_to_DK_GC_WS.xlsx.gz,0,nextseq 500
GSE95008,GSE95008_DifferentialExpression_edgeR_control_VS_PKAdKO.txt.gz,1,illumina hiseq 3000
GSE95029,GSE95029_DESeq2.stats.n.vst.bF.values_3T3L1_shST_6d.txt.gz,0,illumina hiseq 2000
GSE95048,GSE95048_gene_exp.diff.gz,0,illumina hiseq 2500
GSE95056,GSE95056_Hippo_cds_exp_diff.txt.gz,0,nextseq 500
GSE95069,GSM2495678_336v6006_DESeq.txt.gz from GSE95069_RAW.tar,0,illumina hiseq 2000
GSE95108,sheet-DEtest from GSE95108_DEtest_wo_wt1.xlsx,0,illumina hiseq 2500
GSE95173,GSE95173_adipocyte_ctrl_shR.diff.gz,0,illumina hiseq 2000
GSE95180,GSE95180_Cotrol_vs_Ni_3Days.csv.gz,0,illumina hiseq 2500
GSE95201,sheet-DifferentialExpression from GSE95201_BGOFLungReplicates.xlsx,0,illumina hiseq 4000
GSE95231,GSE95231_FvM_DESeq.txt.gz,0,illumina hiseq 2500
GSE95243,GSE95243_Sareen-HT-2017_data_for_GEO_-_Raw_read_counts.csv.gz,0,nextseq 500
GSE95251,GSE95251_11weeks.diff.gz,0,illumina hiseq 2000
GSE95293,sheet-Sheet1 from GSE95293_RNAseq_ctrlvs+KDM4i_.xlsx,0,illumina hiseq 2000
GSE95333,GSE95333_gene_exp_diff.txt.gz,0,illumina hiseq 2500
GSE95337,GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz,0,illumina hiseq 2500
GSE95363,sheet-Hypo Female Dex vs EtOH from GSE95363_all_genes_all_comparisons.xlsx,0,illumina hiseq 2500
GSE95371,GSE95371_gene_exp.diff.gz,0,illumina hiseq 4000
GSE95442,GSE95442_RNAseq-SCR-vs-SiRNF219_hg38_gene_exp_diff-Only-v3.csv.gz,0,illumina hiseq 2500
GSE95461,GSE95461_SKBR3_NTpool_vs_SKBR3_ctrl_Cuffdiff.txt.gz,0,illumina hiseq 4000
