Accession,id,Class,log10_n_pvalues,anticons
GSE94545,GSM2477949_EAC2_vs_Control_gene_exp.diff.gz from GSE94545_RAW.tar,bimodal,4.373187949912719,all other classes
GSE94587,GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz,other,4.30894838630958,all other classes
GSE94626,sheet-VR1 vs. VR2 from GSE94626_VR1vsVR2_All_Genes.xlsx,other,4.677999100468688,all other classes
GSE94631,GSE94631_de.com.diff_ad.mono_dc.df.txt.gz,bimodal,4.374931553978188,all other classes
GSE94666,sheet-genes from GSE94666_Lobosphaera_incisa_Transcriptome_Differential_Analysis_pairwise.xls.gz,anti-conservative,4.189265668934548,anti-conservative
GSE94680,sheet-Sheet1 from GSE94680_Lmnb1_MLE12_RNA_seq_DEseq2_diffe_expression.xlsx,anti-conservative,4.252998580156892,anti-conservative
GSE94690,GSE94690_merged_IP_data_all_IPs.txt.gz,anti-conservative,4.1103539826640025,anti-conservative
GSE94722,GSE94722_Mixed_vs_Media_genes.txt.gz,other,4.348810920405178,all other classes
GSE94724,GSE94724_gene_exp.diff.gz,conservative,4.803846167521772,all other classes
GSE94768,sheet-AllData from GSE94768_AllData_160921_RNASeq_Martin_Results.xlsx,anti-conservative,4.181443395541898,anti-conservative
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_PPC_genes_diff.tsv.gz,conservative,4.778447916930081,all other classes
GSE94814,GSE94814_subcortex.txt.gz,conservative,4.379903507451503,all other classes
GSE94818,sheet-control-H2O2 from GSE94818_Afu_RNAseq_processed_data.xls.gz,bimodal,4.005609445360281,all other classes
GSE94821,GSE94821_cuffdiff_mock_vs_4hpi.txt.gz,conservative,4.382701282954905,all other classes
GSE94832,sheet-Sheet1 from GSE94832_Differential_Analysis.xlsx,anti-conservative,4.321246212990591,anti-conservative
GSE94840,GSE94840_Alox5_vs_Control.all.gene.result.txt.gz,bimodal,4.167848798590029,all other classes
GSE94842,GSE94842_RNA-DEseq-CtlvsSham.txt.gz,anti-conservative,3.9990434996031627,anti-conservative
GSE94843,GSE94843_cuffdiff_mock_vs_mnv.txt.gz,bimodal,4.668357956917772,all other classes
GSE94853,GSE94853_genes_differentialexpression_matrix.txt.gz,bimodal,5.580589721433116,all other classes
GSE94860,GSE94860_dds.res.table.csv.gz,other,4.2636360685881085,all other classes
GSE94879,sheet-Sheet5-YA_enriched from GSE94879_gene_expression_and_DEG.xlsx,bimodal,3.9779064276371185,all other classes
GSE94892,GSE94892_gene_exp_diff_grp-C.txt.gz,bimodal,4.792748784883619,all other classes
GSE94907,GSE94907_HC-ATB.txt.gz,bimodal,4.76360766445369,all other classes
GSE94925,GSE94925_TGvsNG.Differential_analysis_results.xls.gz,bimodal,4.375132993517164,all other classes
GSE94947,GSE94947_WT_L5_EdgeR.txt.gz,anti-conservative,3.255754786643044,anti-conservative
GSE94967,GSE94967_isoform_exp.diff_A_B_ISOFORM.diff.gz,conservative,4.478176754287997,all other classes
GSE94969,sheet-Tapping_AllResults_21dec15 from GSE94969_RNA-Seq_Normalized_Results.xlsx,anti-conservative,4.12119860258469,anti-conservative
GSE94983,sheet-WS DK FLT to GC from GSE94983_10._DK_FLT_WS_to_DK_GC_WS.xlsx.gz,conservative,4.531466143487293,all other classes
GSE95008,GSE95008_DifferentialExpression_edgeR_control_VS_PKAdKO.txt.gz,anti-conservative,4.0081741840064264,anti-conservative
GSE95029,GSE95029_DESeq2.stats.n.vst.bF.values_3T3L1_shST_6d.txt.gz,other,4.369623976640632,all other classes
GSE95048,GSE95048_gene_exp.diff.gz,bimodal,4.390581878550435,all other classes
GSE95056,GSE95056_Hippo_cds_exp_diff.txt.gz,conservative,4.897868909489139,all other classes
GSE95069,GSM2495678_336v6006_DESeq.txt.gz from GSE95069_RAW.tar,other,3.7967130632808965,all other classes
GSE95108,sheet-DEtest from GSE95108_DEtest_wo_wt1.xlsx,other,4.4031205211758175,all other classes
GSE95145,sheet-Sheet1 from GSE95145_deseq2.xlsx,other,4.260357641636152,all other classes
GSE95173,GSE95173_adipocyte_ctrl_shR.diff.gz,bimodal,4.436417104046368,all other classes
GSE95180,GSE95180_Cotrol_vs_Ni_3Days.csv.gz,bimodal,4.405021756193085,all other classes
GSE95201,sheet-DifferentialExpression from GSE95201_BGOFLungReplicates.xlsx,other,4.2641800750358305,all other classes
GSE95231,GSE95231_FvM_DESeq.txt.gz,bimodal,4.125351120514752,all other classes
GSE95243,GSE95243_Sareen-HT-2017_data_for_GEO_-_Raw_read_counts.csv.gz,other,4.416773604023939,all other classes
GSE95251,GSE95251_11weeks.diff.gz,bimodal,4.381836799998343,all other classes
GSE95280,GSE95280_edgeR_IGR39_hypoxia_t12h_relative_to_t0_QLF-test_filtered_1cpm_3rep.txt.gz,bimodal,4.16699223083011,all other classes
GSE95293,sheet-Sheet1 from GSE95293_RNAseq_ctrlvs+KDM4i_.xlsx,bimodal,4.588462194253109,all other classes
GSE95301,GSE95301_RNAseq_WT_JA_control_treat_gene_expression.matrix.gz,bimodal,4.522170267708623,all other classes
GSE95333,GSE95333_gene_exp_diff.txt.gz,bimodal,4.4705280903489495,all other classes
GSE95337,GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz,bimodal,4.210612766352898,all other classes
GSE95353,GSE95353_SL_SEQ_LOGSTAT_DESEQ2.txt.gz,anti-conservative,3.921166050637739,anti-conservative
GSE95363,sheet-Hypo Female Dex vs EtOH from GSE95363_all_genes_all_comparisons.xlsx,conservative,4.5902174638847155,all other classes
GSE95371,GSE95371_gene_exp.diff.gz,bimodal,5.1247584669897766,all other classes
GSE95442,GSE95442_RNAseq-SCR-vs-SiRNF219_hg38_gene_exp_diff-Only-v3.csv.gz,bimodal,4.715192460850222,all other classes
GSE95461,GSE95461_SKBR3_NTpool_vs_SKBR3_ctrl_Cuffdiff.txt.gz,bimodal,4.3732431182673634,all other classes
GSE95481,GSE95481_GCN5_RNAi_vs_WT_root_tip_gene_exp.diff.gz,bimodal,4.756970637116486,all other classes
GSE95495,sheet-932VR_QLP_FPKM from GSE95495_932VR_QLP_RPKM.xls.gz,other,4.017492446477275,all other classes
GSE95513,sheet-borte from GSE95513_differential_expression_in_HCT116_after_JQ1__Bortezomib__JQ1+Bortezomib_treatment.xlsx,other,4.302417519150622,all other classes
GSE95525,GSE95525_gene.description.txt.gz,bimodal,3.9823617016331467,all other classes
GSE95555,GSE95555_NMvsWTM_cleaned_deseq2.csv.gz,anti-conservative,3.7018269303971394,anti-conservative
GSE95629,GSE95629_OvpvsCtrl.Differential_analysis_results_processed_data_.txt.gz,other,4.4793161244415485,all other classes
GSE95669,sheet-DESEQ2stranded from GSE95669_DE_DESEQ2_STRANDED.xlsx,other,4.422310725001796,all other classes
GSE95679,GSE95679_Mishima_2017_Dcp2.txt.gz,bimodal,4.512831092547525,all other classes
GSE95687,GSE95687_sleuthResults.txt.gz,anti-conservative,4.6005699796233355,anti-conservative
GSE95722,GSE95722_DESeq_RNAseq_VjbR_results.tsv.gz,other,3.5241363765925686,all other classes
GSE95773,"sheet-S2C, All genes, 24 hr from GSE95773_Table_S2_24h.xlsx.gz",anti-conservative,3.5160062303860475,anti-conservative
GSE95782,GSE95782_Pten_vs_Poly_I-C_+_Pten_2W_.txt.gz,bimodal,4.663446491849528,all other classes
GSE95814,sheet-gene_exp_CC_4_CC_5 from GSE95814_gene_exp_CC.xlsx,conservative,4.163787309962003,all other classes
GSE95822,sheet-DESeq2.Old-vs-Young-Comparison from GSE95822_DESeq2.Old-vs-Young-Comparison.xlsx,other,4.35289610469331,all other classes
GSE95850,GSE95850_RUCA-I_WT_vs_miR-203_KO_gene_expression.csv.gz,bimodal,4.427340021361526,all other classes
GSE95852,GSE95852_miRNA_wt_ko_p11.diff.gz,conservative,4.366142676814888,all other classes
GSE96046,GSE96046_Talamo.counts.matrix.T2_vs_control.edgeR.DE_results.txt.gz,other,4.352626236830803,all other classes
GSE96059,GSE96059_R1_bowtie.RSEM.DESeq2_gene.diffexpr.txt.gz,anti-conservative,4.233782715084948,anti-conservative
GSE96072,GSE96072_Galaxy24-_Cuffdiff_on_data_7__data_6__and_others_transcript_differential_expression_testing_.tabular.txt.gz,bimodal,3.4252080511386565,all other classes
GSE96099,GSE96099_CB_analyzed_DE.tsv.gz,other,4.161248180332738,all other classes
GSE96518,GSE96518_DESeq2_results_tfam_strain.csv.gz,other,4.439364277735001,all other classes
GSE96547,GSE96547_ZFU2_genes.txt.gz,anti-conservative,3.7896512087934098,anti-conservative
GSE96549,GSE96549_DESeq.L3NbVsL3NbBarcIR-orig-FDR1.1.txt.gz,bimodal,4.042772337497674,all other classes
GSE96552,GSE96552_cont_SP-vs-SR_gene_exp.diff.gz,bimodal,4.5646778977279805,all other classes
GSE96555,GSE96555_DESeq.ctrl48hVstatsf148h-orig-FDR1.1.txt.gz,other,4.22346998116192,all other classes
GSE96617,GSE96617_gene_exp_D6_vs_D10.diff.gz,bimodal,4.378888249590414,all other classes
GSE96626,sheet-Diff expression trt vs veh from GSE96626_DE_TrtVsVeh.xlsx,anti-conservative,4.0984014222700775,anti-conservative
GSE96634,GSE96634_fkpm_filtering_edgeR_plateu.csv.gz,other,4.170906808930748,all other classes
GSE96654,GSE96654_WT_vs_Suz12_head_DESeq.csv.gz,bimodal,4.128173014749728,all other classes
GSE96684,GSE96684_Cuffdiff_4WT_4Mecp2_null_gene_differential_expression_testing.tabular.txt.gz,bimodal,4.366142676814888,all other classes
GSE96685,sheet-Galaxy81-(DESeq2_result_file_on from GSE96685_Kdm4a_2-5dpc_KO_vs_WT_Pitutiary.xlsx,other,4.255802985353698,all other classes
GSE96722,sheet-Celine_F1N-hippocampus_2015_gen from GSE96722_F1N-hippocampus_cuffdiff.xls.gz,bimodal,4.366142676814888,all other classes
GSE96725,sheet-All contigs from GSE96725_SuppFile1.xls.gz,anti-conservative,4.206096944706567,anti-conservative
GSE96800,GSE96800_MAF1_peaks_edgeR.txt.gz,conservative,3.950413539369381,all other classes
GSE96814,sheet-Feuil1 from GSE96814_Deseq_TotRNA.xlsx,other,3.4344092075875,all other classes
GSE96871,sheet-All Genes from GSE96871_En1Cre_b-cat-fl_del_Cufflinks.xlsx.gz,bimodal,4.360706989248737,all other classes
GSE96922,GSE96922_dm3.nuc.DESeq2.diff.gz,anti-conservative,4.150572247668998,anti-conservative
GSE96929,GSE96929_Gata4_RNAseq_DE.csv.gz,other,4.399483351504452,all other classes
GSE96931,sheet-453 lncRNAs RPKM>1 from GSE96931_Sup_table_1_PDA-lncRNAs.xlsx,anti-conservative,2.656098202012832,anti-conservative
GSE96945,sheet-All from GSE96945_WT-1_WT-2.vs.OX-1_OX-2.xls.gz,bimodal,4.429477732043453,all other classes
GSE96960,GSE96960_DESeq2_genes_diffexp_by_fc_iTregs_plusVitC_vs_iTregs_negVitC.csv.gz,anti-conservative,4.092790799676886,anti-conservative
GSE96962,GSE96962_EC-IL-normalized-gene_exp.diff.gz,bimodal,4.372985605966962,all other classes
GSE96965,sheet-FC_1 hour tomatidine treatement from GSE96965_1hour_tomatidine_treatment.xlsx,anti-conservative,3.7673785241141804,anti-conservative
GSE96966,sheet-RFP-vs-T7d.xls from GSE96966_melanoma_RNAseq_McSC_SCtumor.xlsx,anti-conservative,4.249687427805301,anti-conservative
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,anti-conservative,3.825555932290357,anti-conservative
GSE97016,GSE97016_CarbMonoxide_vs_Control.txt.gz,anti-conservative,4.151921179799905,anti-conservative
GSE97021,GSE97021_WT_KO_RNAseq_cuffdiff_gene_exp.diff.gz,conservative,4.38015695150816,all other classes
GSE97026,GSE97026_KO-15-110_VS_NC-15-110_all.xls.gz,other,4.2664198658791035,all other classes
GSE97027,GSE97027_2017RNAseq_Cdk8Tg_gene_exp.txt.gz,bimodal,4.4430438286483405,all other classes
GSE97060,GSE97060_122KOMouse_SleuthOutput.txt.gz,anti-conservative,4.1316186643491255,anti-conservative
GSE97113,sheet-RNA_wt_v_ad_4m_f from GSE97113_Supplemental_file_1_genelists.xlsx,other,4.4262997556281105,all other classes
GSE97115,sheet-Sheet1 from GSE97115_RNAseq.EdgeR.xlsx.gz,anti-conservative,4.085112113266837,anti-conservative
GSE97129,GSE97129_Comr_vs_WT_CuffDiff_Output_BDGP5.txt.gz,other,4.323891208256881,all other classes
GSE97167,GSE97167_result_foldchange_deseq2.txt.gz,other,4.2385729616966294,all other classes
GSE97184,GSE97184_gene_expv2.diff.gz,bimodal,6.110604523191746,all other classes
GSE97186,sheet-Analysis from GSE97186_Expression_data.xlsx,other,4.457003340403883,all other classes
GSE97208,GSE97208_Landry_MUTvsWT_AllComp_AllData.txt.gz,other,4.381331722457893,all other classes
GSE97218,GSE97218_SK36-treated-vs-Untreated-SK36.txt.gz,anti-conservative,3.401572845676446,anti-conservative
GSE97233,GSE97233_GluvsGal.Differential_analysis_results.xls.gz,other,4.191339212563929,all other classes
GSE97234,sheet-all_gene_DE_results from GSE97234_all_gene_DE_results_AHvsControl.xlsx,anti-conservative,3.696531119969607,anti-conservative
GSE97235,GSE97235_Nef_table.txt.gz,conservative,4.410692896163254,all other classes
GSE97256,GSE97256_Y1differentialGenes.tab.gz,bimodal,4.501278409179335,all other classes
GSE97258,sheet-Sheet1 from GSE97258_differential_expression.xls.gz,bimodal,4.288629234664989,all other classes
GSE97286,GSE97286_allGenes_resultsDESeq2_batchCorrected.txt.gz,other,4.288629234664989,all other classes
GSE97322,GSE97322_11900_Mature_pellicle_vs_planktonic.txt.gz,anti-conservative,3.49220145139254,anti-conservative
GSE97345,GSE97345_Cassette_NrdRap_diffexp.txt.gz,anti-conservative,3.8167714123333463,anti-conservative
GSE97352,GSE97352_RNAseq.clone2.result.in_dasatinib-resistant_for_GEO.txt.gz,anti-conservative,4.2265483538414115,anti-conservative
GSE97357,GSE97357_SK36-treated-vs-Untreated-SK36.txt.gz,anti-conservative,3.385963570600697,anti-conservative
GSE97376,GSE97376_arthnz_anz14_gene_exp.diff.gz,bimodal,5.487788622845595,all other classes
GSE97384,GSE97384_wt_control_torin.cuffdiff.txt.gz,conservative,4.4548905728112365,all other classes
GSE97421,GSE97421_GFP_RFP.txt.gz,bimodal,4.33665982345442,all other classes
GSE97435,GSE97435_JURKAT_DMSO_vs_USP7i9.htseq.edgeR.txt.gz,anti-conservative,4.122215878272827,anti-conservative
GSE97443,GSE97443_KnockDown1_vs_Control1.all.gene.result.txt.gz,bimodal,4.223392092448771,all other classes
GSE97462,GSE97462_pro-B.edgeR.txt.gz,anti-conservative,4.12881914219451,anti-conservative
GSE97469,GSE97469_HEPG2_EV_versus_shRNA.csv.gz,other,4.32778790759305,all other classes
GSE97518,GSE97518_Full_genes_exp.diff.gz,other,5.627178372993271,all other classes
GSE97525,sheet-PP vs WT from GSE97525_Dm_AKHR_F2_RNA-seq.xlsx,conservative,4.116375261179705,all other classes
GSE97577,GSM2572312_K3D_RNASEQ.csv.gz from GSE97577_RAW.tar,other,4.275265273107007,all other classes
GSE97623,GSE97623_Prepub_vs_Pub.Differential_analysis_results.txt.gz,other,4.510839801449361,all other classes
GSE97725,GSE97725_CuffDiff_wt-vs-pEPI_Galaxy_gene.txt.gz,conservative,4.797966559199365,all other classes
GSE97738,sheet-origin from GSE97738_hypothalamic_DEG.xls.gz,bimodal,4.230218939887381,all other classes
GSE97769,GSE97769_Diff_Exp_Results_24_0-vs-24_6.txt.gz,other,5.0517350512977925,all other classes
GSE97776,GSE97776_res_gd6_gd10_deseq_full.tsv.gz,other,4.365768688002193,all other classes
GSE97786,GSE97786_TP_NextSeq-rheMac8-ncbi_edgeR-exactTest.txt.gz,anti-conservative,4.428345408184885,anti-conservative
GSE97787,sheet-Yki12hpaVsCtrl12hpa from GSE97787_Lin_NCBI_processeddata.xlsx,other,4.824620400493186,all other classes
GSE97789,sheet-27Oct16_C_v_M_DE_Annotated from GSE97789_27Oct16_C_v_M_DE_Annotated.xlsx,anti-conservative,4.282168778304642,anti-conservative
GSE97792,GSE97792_W5_panW5.txt.gz,bimodal,4.521151164666128,all other classes
GSE97795,GSE97795_gene_exp.diff.gz,bimodal,4.36849142941581,all other classes
GSE97805,GSE97805_CuffDiff.txt.gz,bimodal,4.351448422909116,all other classes
GSE97868,GSE97868_Suppl_Diff_Exp_Results_24_6-vs-36_0.txt.gz,other,4.964438780975151,all other classes
GSE97914,GSE97914_gene_exp_Yun.diff.gz,bimodal,6.110604523191746,all other classes
GSE97980,sheet-N2vsnlg_DE from GSE97980_N2_vs_nlg.xlsx,conservative,4.664952075163662,all other classes
GSE97986,sheet-norm from GSE97986_HGPS5.short.xlsx,other,4.36383752883614,all other classes
GSE97996,GSE97996_gene_exp_Yanjie.diff.gz,bimodal,5.839537750905208,all other classes
GSE98003,GSE98003_KOBSECSxKOLUM.txt.gz,other,4.1702617153949575,all other classes
GSE98045,GSE98045_TSS_groups_differential_exp.txt.gz,bimodal,4.580810972660946,all other classes
GSE98060,GSE98060_Diff_regulated_genes.txt.gz,anti-conservative,3.2678754193188975,anti-conservative
GSE98073,sheet-B6M-SryHiM from GSE98073_CuffdiffOutput.xlsx.gz,conservative,4.688508807656521,all other classes
GSE98077,sheet-Sheet1 from GSE98077_WT_and_BM.xlsx,bimodal,4.678782335287437,all other classes
GSE98082,GSE98082_E13_5_Tie2_Ino80_KO_DESeq2.csv.gz,other,4.416673785333922,all other classes
GSE98084,sheet-Sheet1 from GSE98084_FPKM_Replicate_2.xlsx,other,4.1974184075100185,all other classes
GSE98091,GSE98091_siHOTAIR-vs-siNC.diff.txt.gz,anti-conservative,4.289165152649889,anti-conservative
GSE98095,GSE98095_pre-contact_fungal_atcc11559_results.txt.gz,other,4.010681493131443,all other classes
GSE98104,GSE98104_edgeR_WTvsHomozygousmutant.csv.gz,other,4.202597285692431,all other classes
GSE98136,GSE98136_BJ_Old_vs_BJ_Young.csv.gz,other,4.51914518196853,all other classes
GSE98155,sheet-WT-Mg vs. WT+Mg_normTR_EDGE from GSE98155_WTnoMg_Mg033016.xlsx,bimodal,3.586249638866042,all other classes
GSE98192,sheet-MSBI1.edgeRout from GSM2589072_MSBI1.176_edgeRout.xls.gz from GSE98192_RAW.tar,other,4.396809372554382,all other classes
GSE98196,GSE98196_Sf9-vs-ASO.compare.xls.gz,anti-conservative,4.62325963061961,anti-conservative
GSE98198,GSM2589113_IMR90_MYOD_GM_over_EMPTY_GM.csv.gz from GSE98198_RAW.tar,other,4.5416042026823655,all other classes
GSE98202,sheet-DESeq2_results_all_genes from GSE98202_List_of_differentially_transcribed_genes.xlsx,anti-conservative,3.3554515201265174,anti-conservative
GSE98208,sheet-A5SS from GSE98208_rMATS_unfiltered_output_HCRED_vs_EGFP.xlsx,bimodal,3.5308397786165204,all other classes
GSE98219,sheet-all_gene_list from GSE98219_PAS_seq_all_gene_expression.xlsx,bimodal,4.462547728802664,all other classes
GSE98258,GSE98258_annotated_diffana_exp30j_p30+--p30++.txt.gz,bimodal,4.893384433120382,all other classes
GSE98266,GSE98266_Murano_DSS_d11_Cuffdiff_gene_differential_expression_testing_.txt.gz,bimodal,4.6778988173026494,all other classes
GSE98329,GSE98329_Partek_all_transcripts.txt.gz,anti-conservative,3.730540036477119,anti-conservative
GSE98343,GSE98343_CB1.2_Mtf2.Sh7_gene_exp.diff.gz,other,4.804398431861417,all other classes
GSE98373,GSE98373_wt_LB_vs_virR_LB.txt.gz,conservative,3.4824447919182653,all other classes
GSE98387,GSE98387_gene_exp.txt.gz,other,4.161397952545797,all other classes
GSE98400,GSE98400_PcGDKO.TAM_vs_GSE98400_RING1Bfl.UNT.DESeq.Result.Table.txt.gz,anti-conservative,4.295061044577623,anti-conservative
GSE98407,sheet-Normal water vs. 2%DSS vs. ... from GSE98407_Normalwater_vs_2_DSS_vs_2_DSS_+_ER-464196-01.xlsx,bimodal,4.695350317569429,all other classes
GSE98440,GSE98440_diff_expr_analysis_afterNorm_YO_IMR90_with_symbols.txt.gz,bimodal,4.130719636562953,all other classes
GSE98441,sheet-Original from GSE98441_Hydrogenase_Mutant_RNAseq_Full_Dataset.xlsx,bimodal,3.5834255004065065,all other classes
GSE98467,GSE98467_RNA-Seq_CB15N_vs_CJW5477_expression_data.txt.gz,anti-conservative,3.6097011023793995,anti-conservative
GSE98473,GSE98473_analysis.csv.gz,other,4.666377560933491,all other classes
GSE98492,sheet-IleumMemVsMeme+Sol from GSE98492_DESeq2_results.xlsx,other,4.213491193830334,all other classes
GSE98509,GSE98509_IMR90_MYOD_DM_T_over_EMPTY_DM_T.csv.gz,other,4.550644098008562,all other classes
GSE98510,GSE98510_deSeq2_PTH_vs_C.txt.gz,other,4.581426233724123,all other classes
GSE98520,sheet-mRNA 5.6Nx vs. Sham_Wk 2 from GSE98520_Supplemental_Table_1_5-6Nx_vs._Sham_Wk2.xlsx,conservative,4.359095223652577,all other classes
GSE98526,GSE98526_UA159T5_vs_UA159T0.txt.gz,anti-conservative,3.292256071356476,anti-conservative
GSE98541,sheet-cuffdiff from GSE98541_RPE1_diff_expression_WT_SAFA.xlsx,bimodal,5.179500086363424,all other classes
GSE98544,sheet-N2_tre vs. tps_Tre from GSE98544_N2tps_SbaTre_edgeRAnalysisGEO.xlsx,other,4.1742633809951215,all other classes
GSE98576,GSE98576_gene_exp.diff.gz,conservative,4.600907583335034,all other classes
GSE98580,GSE98580_DESeq2_ERbeta_EV_HEK293.txt.gz,other,4.5859004415047915,all other classes
GSE98581,GSE98581_Sample_6640-Sample_7827_isoform.xls.gz,conservative,5.331005958159388,all other classes
