title,id,creation,activity,status
xml.dom.minidom parsing omits Text nodes in top level,42341,2020-11-13.06:22:54,2022-04-11.14:59:38,1
"asyncio.open_connection(local_addr=('localhost', port)) fails with TypeError: AF_INET address must be a pair (host, port)",42342,2020-11-13.10:23:37,2022-04-11.14:59:38,1
threading.local documentation should be on the net...,42343,2020-11-13.11:17:53,2022-04-11.14:59:38,1
[subinterpreters] Deny os.fork() in subinterpreters?,42346,2020-11-13.14:23:09,2022-04-11.14:59:38,1
loop.call_exception_handler documentation is lacking,42347,2020-11-13.14:54:33,2022-04-11.14:59:38,1
Language Reference: Set items,42348,2020-11-13.15:38:16,2022-04-11.14:59:38,1
A string representation of slice objects with colon syntax,42352,2020-11-13.18:47:56,2022-04-11.14:59:38,1
Proposal: re.prefixmatch method (alias for re.match),42353,2020-11-13.19:27:03,2022-04-11.14:59:38,1
Dict inline manipulations,42356,2020-11-14.11:36:46,2022-04-11.14:59:38,1
Use Tcl/Tk 8.6.10 in build-installer.py when building on recent macOS,42361,2020-11-15.12:29:16,2022-04-11.14:59:38,1
I think it will be better to output self._state for debugging,42363,2020-11-15.15:51:14,2022-04-11.14:59:38,1
Restore os.makedirs ability to apply mode to all directories created,42367,2020-11-16.09:54:11,2022-04-11.14:59:38,1
datetime.fromisoformat(): Omitted colon in timezone suffix raises ValueError,42371,2020-11-16.15:00:17,2022-04-11.14:59:38,1
Add helpers to populate modules in C,42376,2020-11-16.19:27:21,2022-04-11.14:59:38,1
"logging reopens file with same mode, possibly truncating",42378,2020-11-16.19:48:22,2022-04-11.14:59:38,1
Update icons for macOS 11,42386,2020-11-17.11:37:00,2022-04-11.14:59:38,1
Pdb should restore the execution environment before reexecuting the target,42387,2020-11-17.11:54:28,2022-04-11.14:59:38,1
"subprocess.check_output(['echo', 'test'], text=True, input=None) fails",42388,2020-11-17.13:56:29,2022-04-11.14:59:38,1
Plislit does not handle date timezone correctly,42401,2020-11-19.00:48:03,2022-04-11.14:59:38,1
Termios module documentation is extremely lacking,42402,2020-11-19.07:54:10,2022-04-11.14:59:38,1
clinic: add option to pass module object to converter function,42404,2020-11-19.11:40:44,2022-04-11.14:59:38,1
passing memoryview slice to struct packing functions,42408,2020-11-19.13:41:25,2022-04-11.14:59:38,1
Interpreter exit blocks waiting for ThreadPoolExecutor.map,42409,2020-11-19.15:02:33,2022-04-11.14:59:38,1
respect cgroups limits when trying to allocate memory,42411,2020-11-19.17:18:10,2022-04-11.14:59:38,1
unable to document fields of dataclass,42414,2020-11-19.20:36:18,2022-04-11.14:59:38,1
Empty body {} in POST requests leads to 405 Method not allowed error,42417,2020-11-20.09:20:23,2022-04-11.14:59:38,1
PyType_GetModule() should warn/fail when type has Py_TPFLAGS_BASETYPE,42418,2020-11-20.10:28:13,2022-04-11.14:59:38,1
mailbox.mbox fails on non ASCII characters,42433,2020-11-22.10:09:32,2022-04-11.14:59:38,1
"Library json, file json/encoder.py: Function floatstr should be a class-level function.",42434,2020-11-22.11:15:21,2022-04-11.14:59:38,1
Tarfile to stdout documentation example,42442,2020-11-23.12:10:03,2022-04-11.14:59:38,1
Provide Thread creation hook support,42443,2020-11-23.15:21:52,2022-04-11.14:59:38,1
pathlib.PurePath properties annotated with .. data directive,42444,2020-11-23.15:58:31,2022-04-11.14:59:38,1
Move slice creation to the compiler for constants,42454,2020-11-24.17:11:37,2022-04-11.14:59:38,1
ArgumentParser nested subparsers resolve paths in improper order,42457,2020-11-25.04:36:54,2022-04-11.14:59:38,1
os.statvfs_result doesn't show f_fsid,42461,2020-11-25.10:06:55,2022-04-11.14:59:38,1
"Pathlib resolve() resolves non-existent "".."" components with strict=False",42464,2020-11-25.16:07:29,2022-04-11.14:59:38,1
Reference to subclass method resolve() in PurePath docs,42465,2020-11-25.16:38:57,2022-04-11.14:59:38,1
"Space in re's {min,max} should raise an error, rather than fail silently",42469,2020-11-26.07:09:54,2022-04-11.14:59:38,1
Allow cross compiling python for macos-arm64 from macos-x86_64,42476,2020-11-26.18:52:40,2022-04-11.14:59:38,1
ip_interface addition and subtraction changes netmask,42477,2020-11-26.23:14:01,2022-04-11.14:59:38,1
ipaddress.IPv4network.interfaces(),42478,2020-11-26.23:35:44,2022-04-11.14:59:38,1
Add to pathlib function to check permission similar to os.access,42481,2020-11-27.09:57:19,2022-04-11.14:59:38,1
Way working directory is added to sys.path differs between using -c or -m,42483,2020-11-27.10:59:48,2022-04-11.14:59:38,1
get_obs_local_part fails to handle empty local part,42484,2020-11-27.12:36:59,2022-04-11.14:59:38,1
Tkinter wait_visibility hanging when used in thread,42491,2020-11-28.10:27:46,2022-04-11.14:59:38,1
[unittest] Missing docs for context manager attributes,42492,2020-11-28.17:49:04,2022-04-11.14:59:38,1
smtplib is glitchy after receive server code 500,42498,2020-11-29.05:30:35,2022-04-11.14:59:38,1
test_ttk_guionly test failures on macOS with Tcl/Tk 8.6.10,42507,2020-11-30.02:46:40,2022-04-11.14:59:38,1
typing: Confusing that BinaryIO and IO[bytes] cannot be used interchangeably,42512,2020-11-30.11:17:54,2022-04-11.14:59:38,1
Relocatable framework for macOS,42514,2020-11-30.18:28:37,2022-04-11.14:59:38,1
Add function to get caller's name,42516,2020-11-30.21:54:46,2022-04-11.14:59:38,1
add_dll_directory only accepts absolute paths,42520,2020-12-01.10:03:32,2022-04-11.14:59:38,1
[doc] pdb access to return value,42524,2020-12-01.15:13:18,2022-04-11.14:59:38,1
Exceptions in asyncio.Server callbacks are not retrievable,42526,2020-12-01.15:42:34,2022-04-11.14:59:38,1
UnicodeEncode error in BaseHttpRequestHandler class when send unicode data.,42527,2020-12-01.16:40:04,2022-04-11.14:59:38,1
Document encodings.idna limitations,42533,2020-12-02.09:54:58,2022-04-11.14:59:38,1
venv does not work correctly when imported from .zip,42534,2020-12-02.10:18:16,2022-04-11.14:59:38,1
unittest.patch confuses modules with base modules,42535,2020-12-02.11:14:10,2022-04-11.14:59:38,1
Missing parenthesis in `platform._sys_version_parser`,42539,2020-12-02.14:05:34,2022-04-11.14:59:38,1
weakref documentation does not fully describe proxies,42542,2020-12-02.15:18:59,2022-04-11.14:59:38,1
"In windows, asyncio.run_in_executor strips logger class information from modified logging.Logger objects",42544,2020-12-02.20:45:17,2022-04-11.14:59:38,1
Check that all symbols in the limited ABI are exported,42545,2020-12-02.20:52:19,2022-04-11.14:59:38,1
"argparse: add_argument(... nargs='+', metavar=<tuple>) does not work with positional arguments",42547,2020-12-02.21:15:50,2022-04-11.14:59:38,1
"""quopri"" line endings not standard conform",42549,2020-12-02.23:11:21,2022-04-11.14:59:38,1
Generator `yield`s counted as primitive calls by cProfile,42551,2020-12-03.04:29:39,2022-04-11.14:59:38,1
Automatically set parent thread idents on thread start,42552,2020-12-03.09:49:23,2022-04-11.14:59:38,1
unittest.mock.patch() cannot properly mock methods,42556,2020-12-03.14:41:06,2022-04-11.14:59:38,1
"Make asyncio.__main__ reusable, also adding a preamble feature.",42557,2020-12-03.15:34:45,2022-04-11.14:59:38,1
waitpid/waitid race caused by change to Popen.send_signal in Python 3.9,42558,2020-12-03.17:05:29,2022-04-11.14:59:38,1
Improve Tkinter Documentation,42560,2020-12-03.18:35:37,2022-04-11.14:59:38,1
max function reports type errors in incorrect order,42563,2020-12-04.00:57:36,2022-04-11.14:59:38,1
Clearing stack frame of suspended coroutine causes coroutine to malfunction,42566,2020-12-04.08:46:49,2022-04-11.14:59:38,1
Callers of _Py_fopen/_Py_wfopen may be broken after addition of audit hooks,42569,2020-12-04.16:12:33,2022-04-11.14:59:38,1
Make documentation of * in function signatures easier to find,42571,2020-12-04.21:11:08,2022-04-11.14:59:38,1
unittest.mock.Mock spec can't be array/ndarray in Python 3.9,42586,2020-12-07.13:31:34,2022-04-11.14:59:39,1
Something like Rust's std::sync::Mutex – combining a mutex primitive and a piece of data it's protecting,42590,2020-12-07.15:56:57,2022-04-11.14:59:39,1
Provide a way to skip magic-number search in ZipFile(mode='a'),42594,2020-12-07.22:40:05,2022-04-11.14:59:39,1
"Improve documentation of locals() w.r.t. ""free variables"" vs. global variables",42597,2020-12-08.10:19:27,2022-04-11.14:59:39,1
[doc] add more examples and additional explanation to re.sub,42601,2020-12-08.13:48:29,2022-04-11.14:59:39,1
seekable() returns True on pipe objects in Windows,42602,2020-12-08.15:55:37,2022-04-11.14:59:39,1
Support POSIX atomicity guarantee of O_APPEND on Windows,42606,2020-12-09.03:12:46,2022-04-11.14:59:39,1
Eval with too high string multiplication crashes newer Python versions,42609,2020-12-09.11:05:07,2022-04-11.14:59:39,1
Get the type from a variable,42610,2020-12-09.13:39:46,2022-04-11.14:59:39,1
PEP 594 Removing dead batteries from stdlib,42611,2020-12-10.04:51:12,2022-04-11.14:59:39,1
C Extensions on Darwin that link against libpython are likely to crash,42616,2020-12-10.20:21:24,2022-04-11.14:59:39,1
Enhancement request for PyType_FromSpecWIthBases add option for meta class,42617,2020-12-10.21:40:40,2022-04-11.14:59:39,1
Enhancement request for importing stacktraces from foreign sources,42618,2020-12-10.21:49:26,2022-04-11.14:59:39,1
"python 3.9.1 failed to create .so files as universal2 (arm64, x86_64) on Mac",42619,2020-12-11.10:34:20,2022-04-11.14:59:39,1
documentation on `getsockname()` wrong for AF_INET6,42620,2020-12-11.11:49:59,2022-04-11.14:59:39,1
Add support to add existing parser to ArgumentParser.subparsers,42622,2020-12-11.14:06:00,2022-04-11.14:59:39,1
sqlite3 package document mistake,42624,2020-12-12.08:47:49,2022-04-11.14:59:39,1
"readline history, vi-editingmode and ANSI color codes bug",42626,2020-12-12.17:51:50,2022-04-11.14:59:39,1
urllib.request.getproxies() misparses Windows registry proxy settings,42627,2020-12-12.20:27:52,2022-04-11.14:59:39,1
PyObject_Call not behaving as documented,42629,2020-12-13.00:21:25,2022-04-11.14:59:39,1
Multiprocessing module hangs on os.read() on Linux,42631,2020-12-13.23:37:58,2022-04-11.14:59:39,1
Wave documentation doesn't mention signed/unsigned requirements,42633,2020-12-14.07:03:20,2022-04-11.14:59:39,1
shielded task exception never retrieved when outer task cancelled,42636,2020-12-14.10:36:21,2022-04-11.14:59:39,1
logging: add high priority log level for warnings being cleared,42642,2020-12-15.02:20:21,2022-04-11.14:59:39,1
http.server does not support HTTP range requests,42643,2020-12-15.02:24:06,2022-04-11.14:59:39,1
"Add function that supports ""applying"" methods",42646,2020-12-15.13:07:08,2022-04-11.14:59:39,1
Unable to use concurrent.futures in atexit hook,42647,2020-12-15.13:59:10,2022-04-11.14:59:39,1
RecursionError when parsing unwieldy expression (regression from 2.7 -> 3.x),42649,2020-12-15.17:55:57,2022-04-11.14:59:39,1
Expose ISO-TP Contants for Linux >= 5.10,42653,2020-12-16.09:19:11,2022-04-11.14:59:39,1
Add folder for python customizations: __sitecustomize__,42654,2020-12-16.09:42:43,2022-04-11.14:59:39,1
os.path.normcase() is inconsistent with Windows file system,42658,2020-12-16.12:44:26,2022-04-11.14:59:39,1
_zoneinfo.c incorrectly checks bounds of `day` variable in calenderrule_new,42660,2020-12-16.15:59:28,2022-04-11.14:59:39,1
zoneinfo does not support full range of allowed transition hours in fallback string,42663,2020-12-16.21:33:53,2022-04-11.14:59:39,1
getting a class source regresses in Python 3.9,42666,2020-12-17.09:06:46,2022-04-11.14:59:39,1
shelve module is not thread-safe during accessing different databases from different threads,42667,2020-12-17.11:05:17,2022-04-11.14:59:39,1
zoneinfo uses locale depending functions for parsing,42676,2020-12-18.18:09:32,2022-04-11.14:59:39,1
Support comments in argparse fromfile_prefix_chars files,42677,2020-12-18.19:15:45,2022-04-11.14:59:39,1
[Enum] _sunder_ methods only looked up in the last Enum class in the mro,42678,2020-12-18.20:07:22,2022-04-11.14:59:39,1
Minor improvement in datetime.timestamp() docs,42679,2020-12-18.21:36:55,2022-04-11.14:59:39,1
unicode identifiers not accessible or assignable through globals(),42680,2020-12-19.00:27:18,2022-04-11.14:59:39,1
"Improvements to documentation for PyUnicode_FS{Converter,Decoder}",42684,2020-12-19.12:51:17,2022-04-11.14:59:39,1
Aiohttp fails when using intel ax200 wireless card,42690,2020-12-20.08:16:56,2022-04-11.14:59:39,1
Duplicated unused bytecodes at end of function,42696,2020-12-20.21:29:18,2022-04-11.14:59:39,1
Intercepting thread lock objects not working under context managers,42705,2020-12-21.15:11:17,2022-04-11.14:59:39,1
Python uses ANSI CP for stdio on Windows console instead of using console or OEM CP,42707,2020-12-21.18:59:31,2022-04-11.14:59:39,1
Viewing pydoc API documentation,42710,2020-12-22.04:26:31,2022-04-11.14:59:39,1
"The python interpreter crashed with ""_enter_buffered_busy""",42717,2020-12-22.10:25:03,2022-04-11.14:59:39,1
"Eliminate NOPs in the assembler, by emitting zero-width entries in the line number table",42719,2020-12-22.14:08:13,2022-04-11.14:59:39,1
Add --debug command line option to unittest to enable post-mortem debugging,42722,2020-12-22.23:46:51,2022-04-11.14:59:39,1
Enhancement request for proxying PyString,42731,2020-12-24.19:13:42,2022-04-11.14:59:39,1
"""trace_at_recursion_limit.py"" should be removed from ""Python/Lib/test/crashers""",42735,2020-12-25.05:48:49,2022-04-11.14:59:39,1
Add support for making Linux prctl(...) calls to subprocess,42736,2020-12-25.05:55:16,2022-04-11.14:59:39,1
PEP 563: drop annotations for complex assign targets,42737,2020-12-25.09:32:49,2022-04-11.14:59:39,1
subprocess: don't close all file descriptors by default (close_fds=False),42738,2020-12-25.11:53:03,2022-04-11.14:59:39,1
Add abc.Mapping to dataclass,42742,2020-12-25.16:32:43,2022-04-11.14:59:39,1
pdb vanishing breakpoints,42743,2020-12-25.17:02:16,2022-04-11.14:59:39,1
pkg_resources seems to treat python 3.10 as python 3.1,42744,2020-12-25.19:35:20,2022-04-11.14:59:39,1
multiprocessing Queue leaks a file descriptor associated with the pipe writer (#33081 still a problem),42752,2020-12-26.23:03:41,2022-04-11.14:59:39,1
Class has two prototypes,42757,2020-12-27.18:01:57,2022-04-11.14:59:39,1
"infinite loop resulted by ""yield""",42762,2020-12-28.04:38:15,2022-04-11.14:59:39,1
"Exposing a race in the ""_warnings"" resulting Python parser crash",42763,2020-12-28.04:39:59,2022-04-11.14:59:39,1
Introduce new data model method __iter_items__,42765,2020-12-28.15:26:40,2022-04-11.14:59:39,1
Review usage of atomic variables in signamodule.c,42767,2020-12-28.16:06:14,2022-04-11.14:59:39,1
concurrent.futures.ProcessPoolExecutor is unable to forward exceptions with state.,42769,2020-12-28.16:37:04,2022-04-11.14:59:39,1
"Implement interactive hotkey, Ctrl+L to clear the console in Windows.",42771,2020-12-28.19:12:23,2022-04-11.14:59:39,1
The string find method shows the problem,42776,2020-12-29.03:19:59,2022-04-11.14:59:39,1
WindowsPath does not implement is_mount but ntpath implements and offers a ismount method,42777,2020-12-29.04:17:59,2022-04-11.14:59:39,1
Support operator module callables in inspect.signature,42785,2020-12-30.12:38:08,2022-04-11.14:59:39,1
email.utils.getaddresses improper parsing of unicode realnames,42787,2020-12-30.16:01:24,2022-04-11.14:59:39,1
test.regrtest outputs to stdout instead of stderr,42790,2020-12-30.19:26:59,2022-04-11.14:59:39,1
There is no way to json encode object to str.,42791,2020-12-30.20:22:51,2022-04-11.14:59:39,1
Asyncio loop.create_server doesn't bind to any interface if host is a sequence with just the empty string,42795,2020-12-31.11:37:17,2022-04-11.14:59:39,1
tempfile doesn't seem to play nicely with os.chdir on Windows,42796,2020-12-31.15:44:22,2022-04-11.14:59:39,1
Allow doctest to select tests via -m/--match option,42797,2020-12-31.19:18:13,2022-04-11.14:59:39,1
smtplib send_message should gives more clear exception if the msg is None,42807,2021-01-02.04:23:16,2022-04-11.14:59:39,1
Improve pickle tests for recursive data,42809,2021-01-02.10:47:08,2022-04-11.14:59:39,1
@overload-ing method of parent class without actual implementation,42812,2021-01-03.05:51:32,2022-04-11.14:59:39,1
new thread doesn't copy context of the parent thread,42815,2021-01-03.11:43:34,2022-04-11.14:59:39,1
Sphinx conf.py needs_version entry is outdated,42820,2021-01-04.01:28:14,2022-04-11.14:59:39,1
tempfile mkstemp() leaks file descriptors if os.close() is not called,42830,2021-01-05.11:28:47,2022-04-11.14:59:39,1
IDLE fix colours for MacOS dark mode,42831,2021-01-05.12:54:54,2022-04-11.14:59:39,1
classmethod change in 3.9 needs better documentation,42832,2021-01-05.15:07:33,2022-04-11.14:59:39,1
Lib/urllib/request.py: digest algorithm should be case insensitive,42833,2021-01-05.15:35:06,2022-04-11.14:59:39,1
docs: struct: clarify struct caching behaviour,42836,2021-01-06.09:05:31,2022-04-11.14:59:39,1
SourceFileLoader does not (fully) accept path-like objects,42839,2021-01-06.14:32:12,2022-04-11.14:59:39,1
`type` takes **kwargs for __init_subclass__,42840,2021-01-06.15:21:21,2022-04-11.14:59:39,1
